TAKE,1THR,2THR,4THR,8THR,,1THR,2THR,4THR,8THR
 ,,,,,,,,,
COLSIZE:,0.01,,,,,,,,
BATCH,,,,,,,,,
TIME:,,,,,,,,,
1,59.9899,32.0172,18.5654,11.3181,,59.762,32.71956,19.07658,11.9303
2,59.5273,32.3731,18.9389,11.8442,,,,,
3,59.8899,34.0887,20.2497,12.5203,,,,,
4,59.9361,32.3657,18.7188,12.2034,,,,,
5,59.4668,32.7531,18.9101,11.7655,,,,,
BATCH,,,,,,,,,
HASH TIME:,,,,,,,,,
1,13.123,6.6486,3.7655,2.3022,,12.9168,6.70742,3.7576,2.30774
2,12.71,6.9526,3.738,2.289,,,,,
3,13.101,6.6659,3.7624,2.3146,,,,,
4,12.888,6.6528,3.7706,2.3223,,,,,
5,12.762,6.6172,3.7515,2.3106,,,,,
BATCH,,,,,,,,,
WRITE TIME:,,,,,,,,,
1,46.4334,24.9614,14.4872,8.74392,,46.40482,25.56072,14.98956,9.355948
2,46.3704,24.9161,14.8562,9.27742,,,,,
3,46.349,27.0459,16.1589,9.94894,,,,,
4,46.5981,25.1569,14.6121,9.61332,,,,,
5,46.2732,25.7233,14.8334,9.19614,,,,,
BATCH,,,,,,,,,
THROUGHPUT:,,,,,,,,,
1,1.79E+07,3.35E+07,5.78E+07,9.49E+07,,,,,
2,1.80E+07,3.32E+07,5.67E+07,9.07E+07,,,,,
3,1.79E+07,3.15E+07,5.30E+07,8.58E+07,,,,,
4,1.79E+07,3.32E+07,5.74E+07,8.80E+07,,,,,
5,1.81E+07,3.28E+07,5.68E+07,9.13E+07,,,,,
BATCH,,,,,,,,,
ERROR:,,,,,,,,,
1,0.2993,0.29938,0.2993,0.29938,,,,,
2,0.29578,0.29578,0.29578,0.29578,,,,,
3,0.28155,0.28155,0.28155,0.28155,,,,,
4,0.28728,0.28728,0.2873,0.28729,,,,,
5,0.25875,0.2587,0.25875,0.25875,,,,,
BATCH AND PADDING,,,,,,,,,
TIME:,,,,,,,,,
1,59.4051,31.3094,17.533,10.3939,,59.44126,31.2595,17.5685,10.468
2,59.3761,31.0058,17.666,10.4748,,,,,
3,59.4949,31.3593,17.6868,10.4496,,,,,
4,59.5626,31.3233,17.4051,10.5154,,,,,
5,59.3676,31.2997,17.5516,10.5063,,,,,
BATCH AND PADDING,,,,,,,,,
HASH TIME:,,,,,,,,,
1,12.705,6.6523,3.7714,2.3072,,12.7156,6.64728,3.77988,2.31662
2,12.71,6.5661,3.8035,2.313,,,,,
3,12.71,6.6682,3.7917,2.3194,,,,,
4,12.735,6.6803,3.756,2.3175,,,,,
5,12.718,6.6695,3.7768,2.326,,,,,
BATCH AND PADDING,,,,,,,,,
WRITE TIME:,,,,,,,,,
1,46.2912,24.2534,13.4034,7.81956,,46.3039,24.19766,13.43822,7.87868
2,46.2541,23.9874,13.5284,7.89778,,,,,
3,46.3692,24.3153,13.5324,7.84506,,,,,
4,46.3766,24.1896,13.3087,7.89693,,,,,
5,46.2284,24.2426,13.4182,7.93407,,,,,
BATCH AND PADDING,,,,,,,,,
THROUGHPUT:,,,,,,,,,
1,1.81E+07,3.43E+07,6.12E+07,1.03E+08,,,,,
2,1.81E+07,3.46E+07,6.08E+07,1.03E+08,,,,,
3,1.80E+07,3.42E+07,6.07E+07,1.03E+08,,,,,
4,1.80E+07,3.43E+07,6.17E+07,1.02E+08,,,,,
5,1.81E+07,3.43E+07,6.12E+07,1.02E+08,,,,,
BATCH AND PADDING,,,,,,,,,
ERROR:,,,,,,,,,
1,0.27063,0.27063,0.27063,0.27063,,,,,
2,0.26685,0.26686,0.26685,0.26685,,,,,
3,0.264,0.264,0.26402,0.26403,,,,,
4,0.24956,0.24956,0.24956,0.24956,,,,,
5,0.23797,0.23797,0.23797,0.23798,,,,,
COLSIZE:,0.001,,,,,,,,
BATCH,,,,,,,,,
TIME:,,,,,,,,,
1,59.8275,31.4224,17.3938,10.5324,,59.99874,31.53402,17.58828,10.52566
2,61.2895,32.4011,17.9584,10.7067,,,,,
3,59.7264,31.3375,17.434,10.4637,,,,,
4,59.401,31.1483,17.6812,10.4659,,,,,
5,59.7493,31.3608,17.474,10.4596,,,,,
BATCH,,,,,,,,,
HASH TIME:,,,,,,,,,
1,12.89,6.6827,3.7658,2.305,,13.1902,6.859,3.91684,2.36942
2,14.387,7.5187,4.2541,2.5949,,,,,
3,13.022,6.6608,3.7723,2.308,,,,,
4,12.737,6.7146,4.0111,2.3121,,,,,
5,12.915,6.7182,3.7809,2.3271,,,,,
BATCH,,,,,,,,,
WRITE TIME:,,,,,,,,,
1,46.4703,24.2451,13.3304,7.96786,,46.36454,24.2178,13.4167,7.891868
2,46.4703,24.3914,13.4269,7.88198,,,,,
3,46.263,24.2349,13.362,7.87823,,,,,
4,46.2242,24.0741,13.583,7.85272,,,,,
5,46.3949,24.1435,13.3812,7.87855,,,,,
BATCH,,,,,,,,,
THROUGHPUT:,,,,,,,,,
1,1.79E+07,3.42E+07,6.17E+07,1.02E+08,,,,,
2,1.75E+07,3.31E+07,5.98E+07,1.00E+08,,,,,
3,1.80E+07,3.43E+07,6.16E+07,1.03E+08,,,,,
4,1.81E+07,3.45E+07,6.07E+07,1.03E+08,,,,,
5,1.80E+07,3.42E+07,6.14E+07,1.03E+08,,,,,
BATCH,,,,,,,,,
ERROR:,,,,,,,,,
1,0.0090972,0.0090958,0.0090975,0.0090967,,,,,
2,0.00913,0.0091293,0.0091,0.00913,,,,,
3,0.0088564,0.0088556,0.0088568,0.0088564,,,,,
4,0.0090343,0.0090341,0.0090338,0.00903,,,,,
5,0.0091082,0.0091077,0.0091079,0.009109,,,,,
BATCH AND PADDING,,,,,,,,,
TIME:,,,,,,,,,
1,59.451,31.4798,17.4793,10.6638,,59.72984,31.70152,17.51176,10.58568
2,60.8295,32.308,17.8377,10.763,,,,,
3,59.3786,31.4504,17.3504,10.4538,,,,,
4,59.5235,31.713,17.4536,10.5109,,,,,
5,59.4666,31.5564,17.4378,10.5369,,,,,
BATCH AND PADDING,,,,,,,,,
HASH TIME:,,,,,,,,,
1,12.707,6.7077,3.7826,2.3588,,12.9836,6.88584,3.86282,2.37784
2,14.06,7.543,4.2227,2.5902,,,,,
3,12.705,6.6949,3.7576,2.3096,,,,,
4,12.725,6.7573,3.7938,2.3252,,,,,
5,12.721,6.7263,3.7574,2.3054,,,,,
BATCH AND PADDING,,,,,,,,,
WRITE TIME:,,,,,,,,,
1,46.3133,24.367,13.3875,8.09696,,46.32362,24.40908,13.34172,7.942362
2,46.357,24.344,13.3243,7.91419,,,,,
3,46.263,24.4067,13.2953,7.8437,,,,,
4,46.377,24.5209,13.3339,7.913,,,,,
5,46.3078,24.4068,13.3676,7.94396,,,,,
BATCH AND PADDING,,,,,,,,,
THROUGHPUT:,,,,,,,,,
1,1.81E+07,3.41E+07,6.14E+07,1.01E+08,,,,,
2,1.77E+07,3.32E+07,6.02E+07,9.98E+07,,,,,
3,1.81E+07,3.41E+07,6.19E+07,1.03E+08,,,,,
4,1.80E+07,3.39E+07,6.15E+07,1.02E+08,,,,,
5,1.81E+07,3.40E+07,6.16E+07,1.02E+08,,,,,
BATCH AND PADDING,,,,,,,,,
ERROR:,,,,,,,,,
1,0.008959,0.0089589,0.0089588,0.0089589,,,,,
2,0.0084112,0.0084115,0.0084106,0.0084126,,,,,
3,0.0087878,0.0087873,0.0087871,0.0087886,,,,,
4,0.0097103,0.0097097,0.0097102,0.0097087,,,,,
5,0.0095743,0.0095749,0.0095738,0.0095745,,,,,
COLSIZE:,0.0001,,,,,,,,
BATCH,,,,,,,,,
TIME:,,,,,,,,,
1,61.0558,32.6245,18.0671,10.6955,,61.57766,32.72302,18.63834,11.59716
2,60.0679,31.3228,17.4566,10.5091,,,,,
3,59.9492,31.2235,17.547,10.6478,,,,,
4,61.5281,32.5053,17.8828,10.7147,,,,,
5,65.2873,35.939,22.2382,15.4187,,,,,
BATCH,,,,,,,,,
HASH TIME:,,,,,,,,,
1,14.162,8.132,4.2822,2.5804,,13.9026,7.43358,4.09412,2.48152
2,13.065,6.7617,3.8051,2.3226,,,,,
3,13.157,6.78,3.815,2.341,,,,,
4,14.576,7.8541,4.2802,2.5846,,,,,
