TAKE,1THR,2THR,4THR,8THR,,1THR,2THR,4THR,8THR
 ,,,,,,,,,
COLSIZE:,0.01,,,,,,,,
NAIVE,,,,,,,,,
TIME:,,,,,,,,,
1,50.9029,25.7492,14.3596,8.44324,,50.84494,25.78092,14.37802,8.579748
2,51.2091,26.129,14.3231,8.40938,,,,,
3,50.9355,25.6512,14.3914,9.03109,,,,,
4,50.4931,25.7344,14.2591,8.62273,,,,,
5,50.6841,25.6408,14.5569,8.3923,,,,,
NAIVE,,,,,,,,,
THROUGHPUT:,,,,,,,,,
1,2.11E+07,4.17E+07,7.48E+07,1.27E+08,,,,,
2,2.10E+07,4.11E+07,7.50E+07,1.28E+08,,,,,
3,2.11E+07,4.19E+07,7.46E+07,1.19E+08,,,,,
4,2.13E+07,4.17E+07,7.53E+07,1.25E+08,,,,,
5,2.12E+07,4.19E+07,7.38E+07,1.28E+08,,,,,
NAIVE,,,,,,,,,
ERROR:,,,,,,,,,
1,0.26923,0.26923,0.26923,0.26923,,,,,
2,0.25838,0.25838,0.25838,0.25838,,,,,
3,0.26796,0.26796,0.26796,0.26796,,,,,
4,0.26497,0.26497,0.26497,0.26497,,,,,
5,0.25133,0.25133,0.25133,0.25133,,,,,
MERGED,,,,,,,,,
TIME:,,,,,,,,,
1,47.3982,23.9871,13.2985,7.83167,,47.41718,23.88486,13.2848,7.824496
2,47.3463,23.933,13.2483,7.80664,,,,,
3,47.3227,23.7998,13.3038,7.84498,,,,,
4,47.7525,23.9046,13.2838,7.81136,,,,,
5,47.2662,23.7998,13.2896,7.82783,,,,,
MERGED,,,,,,,,,
THROUGHPUT:,,,,,,,,,
1,2.27E+07,4.48E+07,8.07E+07,1.37E+08,,,,,
2,2.27E+07,4.49E+07,8.10E+07,1.38E+08,,,,,
3,2.27E+07,4.51E+07,8.07E+07,1.37E+08,,,,,
4,2.25E+07,4.49E+07,8.08E+07,1.37E+08,,,,,
5,2.27E+07,4.51E+07,8.08E+07,1.37E+08,,,,,
MERGED,,,,,,,,,
ERROR:,,,,,,,,,
1,0.26923,0.26923,0.26923,0.26923,,,,,
2,0.25838,0.25838,0.25838,0.25838,,,,,
3,0.26796,0.26796,0.26796,0.26796,,,,,
4,0.26497,0.26497,0.26497,0.26497,,,,,
5,0.25133,0.25133,0.25133,0.25133,,,,,
COLSIZE:,0.001,,,,,,,,
NAIVE,,,,,,,,,
TIME:,,,,,,,,,
1,51.3387,25.6791,14.2711,8.64521,,51.5626,26.5856,14.4764,8.523844
2,53.0483,26.5498,14.6696,8.5841,,,,,
3,51.3096,26.0862,14.2771,8.39107,,,,,
4,51.4731,28.5845,14.7131,8.48858,,,,,
5,50.6433,26.0284,14.4511,8.51026,,,,,
NAIVE,,,,,,,,,
THROUGHPUT:,,,,,,,,,
1,2.09E+07,4.18E+07,7.52E+07,1.24E+08,,,,,
2,2.02E+07,4.04E+07,7.32E+07,1.25E+08,,,,,
3,2.09E+07,4.12E+07,7.52E+07,1.28E+08,,,,,
4,2.09E+07,3.76E+07,7.30E+07,1.26E+08,,,,,
5,2.12E+07,4.13E+07,7.43E+07,1.26E+08,,,,,
NAIVE,,,,,,,,,
ERROR:,,,,,,,,,
1,0.0093526,0.0093526,0.0093526,0.0093526,,,,,
2,0.0092561,0.0092561,0.0092561,0.0092561,,,,,
3,0.0089228,0.0089228,0.0089228,0.0089228,,,,,
4,0.0085747,0.0085747,0.0085747,0.0085747,,,,,
5,0.008289,0.008289,0.008289,0.008289,,,,,
MERGED,,,,,,,,,
TIME:,,,,,,,,,
1,47.4046,23.8214,13.4046,7.81109,,47.484,23.96802,13.34678,7.835032
2,47.2669,23.7902,13.2163,7.79601,,,,,
3,47.1828,23.7152,13.3411,7.80332,,,,,
4,47.1235,24.285,13.3858,7.90812,,,,,
5,48.4422,24.2283,13.3861,7.85662,,,,,
MERGED,,,,,,,,,
THROUGHPUT:,,,,,,,,,
1,2.27E+07,4.51E+07,8.01E+07,1.37E+08,,,,,
2,2.27E+07,4.51E+07,8.12E+07,1.38E+08,,,,,
3,2.28E+07,4.53E+07,8.05E+07,1.38E+08,,,,,
4,2.28E+07,4.42E+07,8.02E+07,1.36E+08,,,,,
5,2.22E+07,4.43E+07,8.02E+07,1.37E+08,,,,,
MERGED,,,,,,,,,
ERROR:,,,,,,,,,
1,0.0093526,0.0093526,0.0093526,0.0093526,,,,,
2,0.0092561,0.0092561,0.0092561,0.0092561,,,,,
3,0.0089228,0.0089228,0.0089228,0.0089228,,,,,
4,0.0085747,0.0085747,0.0085747,0.0085747,,,,,
5,0.008289,0.008289,0.008289,0.008289,,,,,
COLSIZE:,0.0001,,,,,,,,
NAIVE,,,,,,,,,
TIME:,,,,,,,,,
1,54.4902,27.2866,15.2319,8.90339,,55.33822,27.55984,15.34578,8.920226
2,58.833,28.3763,16.2315,9.19435,,,,,
3,54.2848,27.4888,15.0446,8.80077,,,,,
4,54.4761,27.2547,15.0745,8.8141,,,,,
5,54.607,27.3928,15.1464,8.88852,,,,,
NAIVE,,,,,,,,,
THROUGHPUT:,,,,,,,,,
1,1.97E+07,3.94E+07,7.05E+07,1.21E+08,,,,,
2,1.83E+07,3.78E+07,6.62E+07,1.17E+08,,,,,
3,1.98E+07,3.91E+07,7.14E+07,1.22E+08,,,,,
4,1.97E+07,3.94E+07,7.12E+07,1.22E+08,,,,,
5,1.97E+07,3.92E+07,7.09E+07,1.21E+08,,,,,
NAIVE,,,,,,,,,
ERROR:,,,,,,,,,
1,0.00030865,0.00030865,0.00030865,0.00030865,,,,,
2,0.00024148,0.00024148,0.00024148,0.00024148,,,,,
3,0.00026,0.00026,0.00026,0.00026,,,,,
4,0.0002758,0.0002758,0.0002758,0.0002758,,,,,
5,0.00027923,0.00027923,0.00027923,0.00027923,,,,,
MERGED,,,,,,,,,
TIME:,,,,,,,,,
1,48.5731,24.5721,13.5964,7.99206,,48.31414,24.55596,14.10046,8.011682
2,48.3551,24.3767,13.573,7.91218,,,,,
3,48.1167,24.2825,13.6154,8.08188,,,,,
4,48.2991,25.317,13.8291,7.99012,,,,,
5,48.2267,24.2315,15.8884,8.08217,,,,,
MERGED,,,,,,,,,
THROUGHPUT:,,,,,,,,,
1,2.21E+07,4.37E+07,7.90E+07,1.34E+08,,,,,
2,2.22E+07,4.40E+07,7.91E+07,1.36E+08,,,,,
3,2.23E+07,4.42E+07,7.89E+07,1.33E+08,,,,,
4,2.22E+07,4.24E+07,7.76E+07,1.34E+08,,,,,
5,2.23E+07,4.43E+07,6.76E+07,1.33E+08,,,,,
MERGED,,,,,,,,,
ERROR:,,,,,,,,,
1,0.00030865,0.00030865,0.00030865,0.00030865,,,,,
2,0.00024148,0.00024148,0.00024148,0.00024148,,,,,
3,0.00026,0.00026,0.00026,0.00026,,,,,
4,0.0002758,0.0002758,0.0002758,0.0002758,,,,,
5,0.00027923,0.00027923,0.00027923,0.00027923,,,,,
COLSIZE:,0.00001,,,,,,,,
NAIVE,,,,,,,,,
TIME:,,,,,,,,,
1,55.1357,27.7595,18.0266,9.57445,,54.89628,27.78904,16.2791,9.28771
2,55.2877,28.0252,15.6317,9.15189,,,,,
3,54.6778,27.8894,15.5401,9.25076,,,,,
4,54.8969,27.6523,16.7138,9.29112,,,,,
5,54.4833,27.6188,15.4833,9.17033,,,,,
NAIVE,,,,,,,,,
THROUGHPUT:,,,,,,,,,
1,1.95E+07,3.87E+07,5.96E+07,1.12E+08,,,,,
2,1.94E+07,3.83E+07,6.87E+07,1.17E+08,,,,,
3,1.96E+07,3.85E+07,6.91E+07,1.16E+08,,,,,
4,1.96E+07,3.88E+07,6.42E+07,1.16E+08,,,,,
5,1.97E+07,3.89E+07,6.93E+07,1.17E+08,,,,,
NAIVE,,,,,,,,,
ERROR:,,,,,,,,,
1,3.09E-01,3.09E-01,3.09E-01,3.09E-01,,,,,
2,8.24E-01,8.24E-01,8.24E-01,8.24E-01,,,,,
3,5.13E-01,5.13E-01,5.13E-01,5.13E-01,,,,,
4,4.26E-02,4.26E-02,4.26E-02,4.26E-02,,,,,
5,7.89E-01,7.89E-01,7.89E-01,7.89E-01,,,,,
MERGED,,,,,,,,,
TIME:,,,,,,,,,
