TAKE,1THR,2THR,4THR,8THR,,1THR,2THR,4THR,8THR
 ,,,,,,,,,
COLSIZE:,0.01,,,,,,,,
NAIVE,,,,,,,,,
TIME:,,,,,,,,,
1,51.2759,127.069,86.1087,61.3577,,51.2036,127.586,86.334,60.8802
2,51.1313,128.103,86.5593,60.4027,,,,,
NAIVE,,,,,,,,,
THROUGHPUT:,,,,,,,,,
1,2.09E+07,8.45E+06,1.25E+07,1.75E+07,,,,,
2,2.10E+07,8.38E+06,1.24E+07,1.78E+07,,,,,
NAIVE,,,,,,,,,
ERROR:,,,,,,,,,
1,0.11103,0.11814,0.13538,0.15407,,,,,
2,0.080722,0.090402,0.11222,0.1345,,,,,
MERGED,,,,,,,,,
TIME:,,,,,,,,,
1,47.6336,137.642,88.9119,54.2522,,47.7452,134.1765,88.10965,54.02715
2,47.8568,130.711,87.3074,53.8021,,,,,
MERGED,,,,,,,,,
THROUGHPUT:,,,,,,,,,
1,2.25E+07,7.80E+06,1.21E+07,1.98E+07,,,,,
2,2.24E+07,8.21E+06,1.23E+07,2.00E+07,,,,,
MERGED,,,,,,,,,
ERROR:,,,,,,,,,
1,0.11103,0.1171,0.13284,0.15039,,,,,
2,0.080722,0.088734,0.10871,0.12957,,,,,
COLSIZE:,0.001,,,,,,,,
NAIVE,,,,,,,,,
TIME:,,,,,,,,,
1,51.0391,121.58,83.6758,56.8678,,51.0128,119.6735,83.67835,56.58005
2,50.9865,117.767,83.6809,56.2923,,,,,
NAIVE,,,,,,,,,
THROUGHPUT:,,,,,,,,,
1,2.10E+07,8.83E+06,1.28E+07,1.89E+07,,,,,
2,2.11E+07,9.12E+06,1.28E+07,1.91E+07,,,,,
NAIVE,,,,,,,,,
ERROR:,,,,,,,,,
1,0.00105,0.038108,0.078015,0.10876,,,,,
2,0.00097141,0.038171,0.077763,0.10836,,,,,
MERGED,,,,,,,,,
TIME:,,,,,,,,,
1,47.4598,119.224,84.5582,52.1394,,47.4371,121.3205,84.0859,51.9924
2,47.4144,123.417,83.6136,51.8454,,,,,
MERGED,,,,,,,,,
THROUGHPUT:,,,,,,,,,
1,2.26E+07,9.01E+06,1.27E+07,2.06E+07,,,,,
2,2.26E+07,8.70E+06,1.28E+07,2.07E+07,,,,,
MERGED,,,,,,,,,
ERROR:,,,,,,,,,
1,0.00105,0.035446,0.072263,0.10118,,,,,
2,0.00097141,0.035382,0.072405,0.10065,,,,,
COLSIZE:,0.0001,,,,,,,,
NAIVE,,,,,,,,,
TIME:,,,,,,,,,
1,51.5597,121.275,82.8977,55.4715,,51.798,117.379,82.2372,55.25825
2,52.0363,113.483,81.5767,55.045,,,,,
NAIVE,,,,,,,,,
THROUGHPUT:,,,,,,,,,
1,2.08E+07,8.85E+06,1.30E+07,1.94E+07,,,,,
2,2.06E+07,9.46E+06,1.32E+07,1.95E+07,,,,,
NAIVE,,,,,,,,,
ERROR:,,,,,,,,,
1,8.29E-01,0.037192,0.077277,0.10811,,,,,
2,2.68E-01,0.036512,0.07729,0.1081,,,,,
MERGED,,,,,,,,,
TIME:,,,,,,,,,
1,47.6833,123.304,83.6605,50.8871,,47.92915,123.3475,82.9424,50.81185
2,48.175,123.391,82.2243,50.7366,,,,,
MERGED,,,,,,,,,
THROUGHPUT:,,,,,,,,,
1,2.25E+07,8.71E+06,1.28E+07,2.11E+07,,,,,
2,2.23E+07,8.70E+06,1.31E+07,2.12E+07,,,,,
MERGED,,,,,,,,,
ERROR:,,,,,,,,,
1,8.29E-01,0.035125,0.072579,0.10083,,,,,
2,2.68E-01,0.03519,0.072374,0.1007,,,,,
COLSIZE:,0.00001,,,,,,,,
NAIVE,,,,,,,,,
TIME:,,,,,,,,,
1,51.6109,116.359,81.1577,54.9263,,51.5934,115.5685,81.3837,55.02005
2,51.5759,114.778,81.6097,55.1138,,,,,
NAIVE,,,,,,,,,
THROUGHPUT:,,,,,,,,,
1,2.08E+07,9.23E+06,1.32E+07,1.95E+07,,,,,
2,2.08E+07,9.35E+06,1.32E+07,1.95E+07,,,,,
NAIVE,,,,,,,,,
ERROR:,,,,,,,,,
1,,0.036634,0.07722,0.10812,,,,,
2,,0.036575,0.077302,0.10813,,,,,
MERGED,,,,,,,,,
TIME:,,,,,,,,,
1,48.2683,122.852,83.0252,51.0142,,48.18415,122.1215,82.66875,50.8971
2,48.1,121.391,82.3123,50.78,,,,,
MERGED,,,,,,,,,
THROUGHPUT:,,,,,,,,,
1,2.22E+07,8.74E+06,1.29E+07,2.10E+07,,,,,
2,2.23E+07,8.85E+06,1.30E+07,2.11E+07,,,,,
MERGED,,,,,,,,,
ERROR:,,,,,,,,,
1,,0.03529,0.072428,0.10048,,,,,
2,,0.035204,0.072358,0.10053,,,,,
