TAKE,1THR,2THR,4THR,8THR,,1THR,2THR,4THR,8THR
 ,,,,,,,,,
COLSIZE:,0.01,,,,,,,,
SINGLE TABLE BATCH,,,,,,,,,
TIME:,,,,,,,,,
1,60.3701,36.1907,19.1164,13.6792,,61.0479,34.80538,20.9567,14.36404
2,61.1769,36.1695,24.8911,16.8527,,,,,
3,62.1257,34.2076,19.6616,13.3891,,,,,
4,61.2008,33.8149,19.6966,13.2572,,,,,
5,60.366,33.6442,21.4178,14.642,,,,,
SINGLE TABLE BATCH,,,,,,,,,
THROUGHPUT:,,,,,,,,,
1,1.78E+07,2.97E+07,5.62E+07,7.85E+07,,,,,
2,1.76E+07,2.97E+07,4.31E+07,6.37E+07,,,,,
3,1.73E+07,3.14E+07,5.46E+07,8.02E+07,,,,,
4,1.75E+07,3.18E+07,5.45E+07,8.10E+07,,,,,
5,1.78E+07,3.19E+07,5.01E+07,7.33E+07,,,,,
SINGLE TABLE BATCH,,,,,,,,,
ERROR:,,,,,,,,,
1,0.544,0.544,0.544,0.544,,,,,
2,0.5813,0.5813,0.5813,0.5813,,,,,
3,0.5963,0.5963,0.5963,0.5963,,,,,
4,0.5817,0.5817,0.5817,0.5817,,,,,
5,0.514,0.514,0.514,0.514,,,,,
COLSIZE:,0.001,,,,,,,,
SINGLE TABLE BATCH,,,,,,,,,
TIME:,,,,,,,,,
1,61.4035,32.7309,18.0274,10.8608,,60.80778,32.36708,17.82608,10.70316
2,60.5328,32.5451,17.6143,10.6369,,,,,
3,60.2563,31.8569,17.819,10.7454,,,,,
4,60.2794,32.035,17.6006,10.5681,,,,,
5,61.5669,32.6675,18.0691,10.7046,,,,,
SINGLE TABLE BATCH,,,,,,,,,
THROUGHPUT:,,,,,,,,,
1,1.75E+07,3.28E+07,5.96E+07,9.89E+07,,,,,
2,1.77E+07,3.30E+07,6.10E+07,1.01E+08,,,,,
3,1.78E+07,3.37E+07,6.03E+07,9.99E+07,,,,,
4,1.78E+07,3.35E+07,6.10E+07,1.02E+08,,,,,
5,1.74E+07,3.29E+07,5.94E+07,1.00E+08,,,,,
SINGLE TABLE BATCH,,,,,,,,,
ERROR:,,,,,,,,,
1,0.11368,0.11368,0.11368,0.11368,,,,,
2,0.11359,0.11359,0.11359,0.11359,,,,,
3,0.11485,0.11485,0.11485,0.11485,,,,,
4,0.11579,0.11579,0.11579,0.11579,,,,,
5,0.11633,0.11633,0.11633,0.11633,,,,,
COLSIZE:,0.0001,,,,,,,,
SINGLE TABLE BATCH,,,,,,,,,
TIME:,,,,,,,,,
1,62.4661,32.6742,18.1775,10.8906,,63.16614,33.20548,18.96844,11.78438
2,61.7657,31.9007,17.7403,10.5399,,,,,
3,67.6091,35.7365,23.1333,15.8083,,,,,
4,62.3238,33.1423,17.9547,10.7049,,,,,
5,61.666,32.5737,17.8364,10.9782,,,,,
SINGLE TABLE BATCH,,,,,,,,,
THROUGHPUT:,,,,,,,,,
1,1.72E+07,3.29E+07,5.91E+07,9.86E+07,,,,,
2,1.74E+07,3.37E+07,6.05E+07,1.02E+08,,,,,
3,1.59E+07,3.00E+07,4.64E+07,6.79E+07,,,,,
4,1.72E+07,3.24E+07,5.98E+07,1.00E+08,,,,,
5,1.74E+07,3.30E+07,6.02E+07,9.78E+07,,,,,
SINGLE TABLE BATCH,,,,,,,,,
ERROR:,,,,,,,,,
1,0.0076152,0.0076134,0.007615,0.0076131,,,,,
2,0.0078051,0.0078047,0.0078049,0.0078049,,,,,
3,0.0077397,0.0077389,0.0077395,0.0077392,,,,,
4,0.0075528,0.0075526,0.007551,0.0075525,,,,,
5,0.0078532,0.0078531,0.0078536,0.0078528,,,,,
COLSIZE:,0.00001,,,,,,,,
SINGLE TABLE BATCH,,,,,,,,,
TIME:,,,,,,,,,
1,62.2561,37.6754,19.0065,11.2903,,62.33042,34.4851,18.96022,11.45904
2,62.2139,32.6287,18.3083,10.9671,,,,,
3,62.261,32.4666,19.4678,12.2799,,,,,
4,62.4349,34.1755,19.0999,11.4567,,,,,
5,62.4862,35.4793,18.9186,11.3012,,,,,
SINGLE TABLE BATCH,,,,,,,,,
THROUGHPUT:,,,,,,,,,
1,1.72E+07,2.85E+07,5.65E+07,9.51E+07,,,,,
2,1.73E+07,3.29E+07,5.86E+07,9.79E+07,,,,,
3,1.72E+07,3.31E+07,5.52E+07,8.74E+07,,,,,
4,1.72E+07,3.14E+07,5.62E+07,9.37E+07,,,,,
5,1.72E+07,3.03E+07,5.68E+07,9.50E+07,,,,,
SINGLE TABLE BATCH,,,,,,,,,
ERROR:,,,,,,,,,
1,0.00044686,0.00042861,0.00044686,0.00044666,,,,,
2,0.00044803,0.00044812,0.00044775,0.00044883,,,,,
3,0.00044223,0.00044187,0.00044249,0.00044178,,,,,
4,0.00043286,0.0004322,0.00043259,0.0004322,,,,,
5,0.00042768,0.00042616,0.00042783,0.00042748,,,,,
