TAKE,1THR,2THR,4THR,8THR,,1THR,2THR,4THR,8THR
 ,,,,,,,,,
COLSIZE:,0.01,,,,,,,,
PADDING,,,,,,,,,
TIME:,,,,,,54.72992,34.74516,19.24908,10.80637
1,53.8578,34.4988,19.6495,11.1911,,,,,
2,53.8268,33.7457,22.5254,12.0599,,,,,
3,54.5019,34.2162,16.9389,10.4194,,,,,
4,56.7051,34.9891,18.9798,10.6599,,,,,
5,54.758,36.276,18.1518,9.70155,,,,,
PADDING,,,,,,,,,
HASH TIME:,,,,,,,,,
1,12.849,6.8502,4.0291,2.2178,,13.2464,7.17908,4.12684,2.3151
2,12.793,6.588,4.7628,2.404,,,,,
3,13.027,6.9313,3.5189,2.1817,,,,,
4,14.481,8.2402,4.6696,2.6554,,,,,
5,13.082,7.2857,3.6538,2.1166,,,,,
PADDING,,,,,,,,,
WRITE TIME:,,,,,,,,,
1,40.5746,26.6917,14.9344,8.68474,,41.04048,26.51014,14.54194,8.216886
2,40.5956,25.9515,17.8046,9.40802,,,,,
3,41.0247,26.155,12.6316,7.95515,,,,,
4,41.7787,25.6178,13.6328,7.76423,,,,,
5,41.2288,28.1347,13.7063,7.27229,,,,,
PADDING,,,,,,,,,
THROUGHPUT:,,,,,,,,,
1,1.99E+07,3.11E+07,5.46E+07,9.59E+07,,,,,
2,1.99E+07,3.18E+07,4.77E+07,8.90E+07,,,,,
3,1.97E+07,3.14E+07,6.34E+07,1.03E+08,,,,,
4,1.89E+07,3.07E+07,5.66E+07,1.01E+08,,,,,
5,1.96E+07,2.96E+07,5.92E+07,1.11E+08,,,,,
PADDING,,,,,,,,,
ERROR:,,,,,,,,,
1,0.084399,0.084403,0.084509,0.08441,,,,,
2,0.081083,0.08115,0.081245,0.081144,,,,,
3,0.083734,0.083736,0.08372,0.083733,,,,,
4,0.055921,0.056018,0.05611,0.05597,,,,,
5,0.070829,0.070962,0.070834,0.070844,,,,,
PADDING WITH BARRIER,,,,,,,,,
TIME:,,,,,,,,,
1,54.0761,35.4032,19.5973,11.9727,,54.60056,35.02616,19.26356,11.40322
2,53.9647,34.566,22.2295,11.9806,,,,,
3,53.9168,34.4456,16.8379,11.0861,,,,,
4,56.5936,35.7247,19.427,11.5668,,,,,
5,54.4516,34.9913,18.2261,10.4099,,,,,
PADDING WITH BARRIER,,,,,,,,,
HASH TIME:,,,,,,,,,
1,12.83,6.793,3.8362,2.5287,,13.1028,6.97632,4.00642,2.36536
2,12.821,6.561,4.4551,2.2781,,,,,
3,12.766,6.5455,3.4636,2.2016,,,,,
4,14.189,8.3507,4.6708,2.7618,,,,,
5,12.908,6.6314,3.6064,2.0566,,,,,
PADDING WITH BARRIER,,,,,,,,,
WRITE TIME:,,,,,,,,,
1,40.6786,26.962,14.2488,8.42464,,40.9168,26.42188,13.8669,8.053762
2,40.5644,26.4333,16.0892,8.51193,,,,,
3,40.5635,26.4682,12.3171,8.02145,,,,,
4,41.8207,25.4212,13.3094,7.76193,,,,,
5,40.9568,26.8247,13.37,7.54886,,,,,
PADDING WITH BARRIER,,,,,,,,,
THROUGHPUT:,,,,,,,,,
1,1.99E+07,3.03E+07,5.48E+07,8.97E+07,,,,,
2,1.99E+07,3.11E+07,4.83E+07,8.96E+07,,,,,
3,1.99E+07,3.12E+07,6.38E+07,9.69E+07,,,,,
4,1.90E+07,3.01E+07,5.53E+07,9.28E+07,,,,,
5,1.97E+07,3.07E+07,5.89E+07,1.03E+08,,,,,
PADDING WITH BARRIER,,,,,,,,,
ERROR:,,,,,,,,,
1,0.077052,0.077052,0.077052,0.077052,,,,,
2,0.071942,0.071942,0.071942,0.071942,,,,,
3,0.072533,0.072533,0.072533,0.072533,,,,,
4,0.071205,0.071205,0.071205,0.071205,,,,,
5,0.1128,0.1128,0.1128,0.1128,,,,,
COLSIZE:,0.001,,,,,,,,
PADDING,,,,,,,,,
TIME:,,,,,,,,,
1,54.0496,33.1375,17.6332,9.93168,,54.4629,33.41912,18.47942,10.329704
2,54.9242,33.6286,17.0347,10.1777,,,,,
3,54.9268,33.4817,16.8337,10.077,,,,,
4,54.2323,33.4276,23.8575,11.5606,,,,,
5,54.1816,33.4202,17.038,9.90154,,,,,
PADDING,,,,,,,,,
HASH TIME:,,,,,,,,,
1,12.799,6.636,3.6991,2.0228,,12.9402,6.84858,3.87668,2.22862
2,13.05,6.8877,3.7438,2.0593,,,,,
3,13.073,6.858,3.5301,2.1106,,,,,
4,12.95,7.038,4.7,2.9425,,,,,
5,12.829,6.8232,3.7104,2.0079,,,,,
PADDING,,,,,,,,,
WRITE TIME:,,,,,,,,,
1,40.8091,25.2279,13.3649,7.46432,,41.0788,25.50024,14.2059,7.851492
2,41.4156,25.8413,12.7458,7.65377,,,,,
3,41.4212,25.6769,12.571,7.59623,,,,,
4,40.8487,25.1471,19.5469,9.09247,,,,,
5,40.8994,25.608,12.8009,7.45067,,,,,
PADDING,,,,,,,,,
THROUGHPUT:,,,,,,,,,
1,1.99E+07,3.24E+07,6.09E+07,1.08E+08,,,,,
2,1.95E+07,3.19E+07,6.30E+07,1.05E+08,,,,,
3,1.95E+07,3.21E+07,6.38E+07,1.07E+08,,,,,
4,1.98E+07,3.21E+07,4.50E+07,9.29E+07,,,,,
5,1.98E+07,3.21E+07,6.30E+07,1.08E+08,,,,,
PADDING,,,,,,,,,
ERROR:,,,,,,,,,
1,0.0008579,0.00085877,0.00085501,0.00085491,,,,,
2,0.00080847,0.00080822,0.00081326,0.00081414,,,,,
3,0.00067538,0.0006729,0.00067965,0.00067924,,,,,
4,0.00085674,0.00085746,0.00084485,0.00083087,,,,,
5,0.00087552,0.00087477,0.00087471,0.00087242,,,,,
PADDING WITH BARRIER,,,,,,,,,
TIME:,,,,,,,,,
1,55.0415,34.1577,16.8902,10.1419,,54.17224,34.01046,18.12674,10.96982
2,53.8468,34.3081,19.835,10.607,,,,,
3,54.0395,33.9381,17.6327,11.8692,,,,,
4,54.1814,33.9956,19.3584,11.994,,,,,
5,53.752,33.6528,16.9174,10.237,,,,,
PADDING WITH BARRIER,,,,,,,,,
HASH TIME:,,,,,,,,,
1,13.013,6.9763,3.4713,1.9972,,12.8062,6.67406,3.72496,2.21612
2,12.67,6.5739,4.1908,2.0779,,,,,
3,12.727,6.5489,3.5219,2.2947,,,,,
4,12.981,6.7012,3.9729,2.7097,,,,,
5,12.64,6.57,3.4679,2.0011,,,,,
PADDING WITH BARRIER,,,,,,,,,
WRITE TIME:,,,,,,,,,
1,41.4201,25.6472,12.4008,7.42308,,40.77888,25.79182,13.15872,7.844678
2,40.5859,26.1599,14.1102,7.6286,,,,,
3,40.7368,25.8021,12.8497,8.50592,,,,,
4,40.6094,25.7592,14.0295,8.28063,,,,,
5,40.5422,25.5907,12.4034,7.38516,,,,,
PADDING WITH BARRIER,,,,,,,,,
THROUGHPUT:,,,,,,,,,
1,1.95E+07,3.14E+07,6.36E+07,1.06E+08,,,,,
2,1.99E+07,3.13E+07,5.41E+07,1.01E+08,,,,,
3,1.99E+07,3.16E+07,6.09E+07,9.05E+07,,,,,
4,1.98E+07,3.16E+07,5.55E+07,8.95E+07,,,,,
5,2.00E+07,3.19E+07,6.35E+07,1.05E+08,,,,,
PADDING WITH BARRIER,,,,,,,,,
ERROR:,,,,,,,,,
1,0.00141,0.00141,0.00141,0.00141,,,,,
2,0.00081478,0.00081478,0.00081478,0.00081478,,,,,
3,0.0009923,0.0009923,0.0009923,0.0009923,,,,,
4,0.00076511,0.00076511,0.00076511,0.00076511,,,,,
5,0.00076403,0.00076403,0.00076403,0.00076403,,,,,
COLSIZE:,0.0001,,,,,,,,
PADDING,,,,,,,,,
TIME:,,,,,,55.50056,32.88884,18.0876,10.47263
1,56.9237,33.0011,17.709,11.3954,,,,,
2,54.4954,31.0098,16.7485,9.6258,,,,,
3,56.0671,33.9092,19.2274,10.4349,,,,,
4,54.5427,35.042,20.3049,11.1626,,,,,
5,55.4739,31.4821,16.4482,9.74445,,,,,
PADDING,,,,,,,,,
HASH TIME:,,,,,,,,,
1,15.096,8.7241,4.3809,2.7653,,14.0068,7.87396,4.12066,2.35502
2,13.33,6.9105,3.6132,2.0023,,,,,
3,14.568,8.8528,4.8179,2.57,,,,,
