TAKE,1THR,2THR,4THR,8THR,,1THR,2THR,4THR,8THR
 ,,,,,,,,,
COLSIZE:,0.01,,,,,,,,
PADDING,,,,,,,,,
TIME:,,,,,,55.22606,28.93818,16.56774,10.316588
1,54.4407,28.3307,15.8829,9.64201,,,,,
2,55.3958,28.8312,16.2159,9.69401,,,,,
3,53.9764,28.1796,15.7483,9.46416,,,,,
4,58.2959,31.1548,19.0682,13.3023,,,,,
5,54.0215,28.1946,15.9234,9.48046,,,,,
PADDING,,,,,,,,,
HASH TIME:,,,,,,,,,
1,13.178,6.6722,3.7537,2.3317,,13.5644,6.98368,3.9552,2.42626
2,14.333,7.5512,4.2526,2.5779,,,,,
3,12.907,6.6286,3.754,2.3298,,,,,
4,14.424,7.4106,4.2326,2.555,,,,,
5,12.98,6.6558,3.7831,2.3369,,,,,
PADDING,,,,,,,,,
WRITE TIME:,,,,,,,,,
1,40.8193,21.1385,11.7547,7.02818,,41.21702,21.50568,12.27632,7.606164
2,40.6235,20.9196,11.6333,6.82873,,,,,
3,40.6265,21.0696,11.6414,6.8585,,,,,
4,43.418,23.3415,14.53,10.4525,,,,,
5,40.5978,21.0592,11.8222,6.86291,,,,,
PADDING,,,,,,,,,
THROUGHPUT:,,,,,,,,,
1,1.97E+07,3.79E+07,6.76E+07,1.11E+08,,,,,
2,1.94E+07,3.72E+07,6.62E+07,1.11E+08,,,,,
3,1.99E+07,3.81E+07,6.82E+07,1.13E+08,,,,,
4,1.84E+07,3.45E+07,5.63E+07,8.07E+07,,,,,
5,1.99E+07,3.81E+07,6.74E+07,1.13E+08,,,,,
PADDING,,,,,,,,,
ERROR:,,,,,,,,,
1,0.5671,0.5671,0.5671,0.5671,,,,,
2,0.5519,0.5519,0.5519,0.5519,,,,,
3,0.5275,0.5275,0.5275,0.5275,,,,,
4,0.5251,0.5251,0.5251,0.5251,,,,,
5,0.6062,0.6062,0.6062,0.6062,,,,,
PADDING WITH BARRIER,,,,,,,,,
TIME:,,,,,,,,,
1,54.7131,28.197,15.9111,9.7211,,54.94714,28.5944,16.15596,9.94733
2,55.526,29.1661,16.3117,10.1819,,,,,
3,54.2836,28.2072,15.8682,9.74264,,,,,
4,56.1939,29.2865,16.7957,10.4867,,,,,
5,54.0191,28.1152,15.8931,9.60431,,,,,
PADDING WITH BARRIER,,,,,,,,,
HASH TIME:,,,,,,,,,
1,12.99,6.6204,3.7605,2.3284,,13.4712,6.93588,3.96508,2.44582
2,14.273,7.4578,4.2554,2.583,,,,,
3,12.929,6.5945,3.7875,2.3423,,,,,
4,14.293,7.4089,4.214,2.618,,,,,
5,12.871,6.5978,3.808,2.3574,,,,,
PADDING WITH BARRIER,,,,,,,,,
WRITE TIME:,,,,,,,,,
1,41.1355,20.9579,11.6619,6.98781,,40.88754,21.02952,11.7113,7.115662
2,40.6666,21.0054,11.568,7.21,,,,,
3,40.7645,20.9951,11.6007,7.02237,,,,,
4,41.3161,21.2178,12.1107,7.49546,,,,,
5,40.555,20.9714,11.6152,6.86267,,,,,
PADDING WITH BARRIER,,,,,,,,,
THROUGHPUT:,,,,,,,,,
1,1.96E+07,3.81E+07,6.75E+07,1.10E+08,,,,,
2,1.93E+07,3.68E+07,6.58E+07,1.05E+08,,,,,
3,1.98E+07,3.81E+07,6.77E+07,1.10E+08,,,,,
4,1.91E+07,3.67E+07,6.39E+07,1.02E+08,,,,,
5,1.99E+07,3.82E+07,6.76E+07,1.12E+08,,,,,
PADDING WITH BARRIER,,,,,,,,,
ERROR:,,,,,,,,,
1,0.5469,0.5469,0.5469,0.5469,,,,,
2,0.5357,0.5357,0.5357,0.5357,,,,,
3,0.566,0.566,0.566,0.566,,,,,
4,0.541,0.541,0.541,0.541,,,,,
5,0.5944,0.5944,0.5944,0.5944,,,,,
COLSIZE:,0.001,,,,,,,,
PADDING,,,,,,,,,
TIME:,,,,,,,,,
1,55.3329,29.3041,16.2315,9.73273,,55.06682,28.90006,16.1432,9.767456
2,55.5184,28.9606,16.275,9.93656,,,,,
3,54.8614,28.6298,16.1958,9.83166,,,,,
4,55.5712,29.3502,16.2622,9.8718,,,,,
5,54.0502,28.2556,15.7515,9.46453,,,,,
PADDING,,,,,,,,,
HASH TIME:,,,,,,,,,
1,14.276,7.8285,4.228,2.5727,,13.8508,7.33642,4.07568,2.48282
2,14.341,7.5461,4.2569,2.5794,,,,,
3,13.316,6.6595,3.8173,2.334,,,,,
4,14.317,7.7889,4.2575,2.5878,,,,,
5,13.004,6.8591,3.8187,2.3402,,,,,
PADDING,,,,,,,,,
WRITE TIME:,,,,,,,,,
1,40.6051,21.3843,11.6684,6.87703,,40.76812,21.2388,11.75578,7.00118
2,40.7169,20.9783,11.703,7.07379,,,,,
3,41.114,21.4449,12.0288,7.21497,,,,,
4,40.8006,21.1345,11.7354,7.00262,,,,,
5,40.604,21.252,11.6433,6.83749,,,,,
PADDING,,,,,,,,,
THROUGHPUT:,,,,,,,,,
1,1.94E+07,3.66E+07,6.62E+07,1.10E+08,,,,,
2,1.93E+07,3.71E+07,6.60E+07,1.08E+08,,,,,
3,1.96E+07,3.75E+07,6.63E+07,1.09E+08,,,,,
4,1.93E+07,3.66E+07,6.60E+07,1.09E+08,,,,,
5,1.99E+07,3.80E+07,6.82E+07,1.13E+08,,,,,
PADDING,,,,,,,,,
ERROR:,,,,,,,,,
1,0.1125,0.1125,0.1125,0.1125,,,,,
2,0.115,0.115,0.11508,0.115,,,,,
3,0.11644,0.11644,0.11644,0.11644,,,,,
4,0.1174,0.11749,0.1174,0.1174,,,,,
5,0.12034,0.12034,0.12034,0.12034,,,,,
PADDING WITH BARRIER,,,,,,,,,
TIME:,,,,,,,,,
1,56.4495,29.0781,16.4015,9.85074,,55.50354,28.80256,16.3229,9.85038
2,55.7752,29.0351,16.535,9.83103,,,,,
3,54.7157,28.5073,16.2844,9.92177,,,,,
4,55.8238,29.2106,16.5218,10.0832,,,,,
5,54.7535,28.1817,15.8718,9.56516,,,,,
PADDING WITH BARRIER,,,,,,,,,
HASH TIME:,,,,,,,,,
1,14.53,7.4189,4.3254,2.5739,,13.8432,7.11518,4.08716,2.4816
2,14.331,7.452,4.2456,2.5838,,,,,
3,12.948,6.6132,3.8029,2.3159,,,,,
4,14.379,7.488,4.2929,2.6004,,,,,
5,13.028,6.6038,3.769,2.334,,,,,
PADDING WITH BARRIER,,,,,,,,,
WRITE TIME:,,,,,,,,,
1,41.3407,20.9937,11.5444,6.84418,,41.06872,21.066,11.7314,6.95123
2,40.8516,20.9653,11.7853,6.84332,,,,,
3,41.1821,21.2414,11.9728,7.18751,,,,,
4,40.8375,21.1082,11.7291,7.04457,,,,,
5,41.1317,21.0214,11.6254,6.83657,,,,,
PADDING WITH BARRIER,,,,,,,,,
THROUGHPUT:,,,,,,,,,
1,1.90E+07,3.69E+07,6.55E+07,1.09E+08,,,,,
2,1.93E+07,3.70E+07,6.49E+07,1.09E+08,,,,,
3,1.96E+07,3.77E+07,6.59E+07,1.08E+08,,,,,
4,1.92E+07,3.68E+07,6.50E+07,1.06E+08,,,,,
5,1.96E+07,3.81E+07,6.77E+07,1.12E+08,,,,,
PADDING WITH BARRIER,,,,,,,,,
ERROR:,,,,,,,,,
1,0.11854,0.11854,0.11854,0.11854,,,,,
2,0.11602,0.11602,0.11602,0.11602,,,,,
3,0.11885,0.11885,0.11885,0.11885,,,,,
4,0.11626,0.11626,0.11626,0.11626,,,,,
5,0.1174,0.1174,0.1174,0.1174,,,,,
COLSIZE:,0.0001,,,,,,,,
PADDING,,,,,,,,,
TIME:,,,,,,56.9776,30.66892,16.47392,9.83987
1,56.1473,28.8186,15.9769,9.51564,,,,,
2,57.6256,29.4152,16.3394,9.78697,,,,,
3,56.1379,28.9601,15.8996,9.51864,,,,,
4,57.6705,33.5958,17.6453,10.0935,,,,,
5,57.3067,32.5549,16.5084,10.2846,,,,,
PADDING,,,,,,,,,
HASH TIME:,,,,,,,,,
1,13.551,6.9321,3.879,2.368,,14.136,7.62696,4.09534,2.418
2,14.983,7.6258,4.2854,2.595,,,,,
3,13.52,7.1838,3.8806,2.3618,,,,,
4,14.836,9.0027,4.8169,2.519,,,,,
5,13.79,7.3904,3.6148,2.2462,,,,,
