1,1
4.83476,inf
8.84615,inf
22.2727,inf
24.284,inf
24.284,inf
24.6,inf
19.0784,0
27.0548,1
3.89952,1.1649
2.32468,1.17294
2.26115,1.12558
2.2768,1.07445
2.00734,1
2.2,1.00735
1.1289,1.27872
2.51286,1.25241
2.71014,1.32529
2.8424,1.3399
2.69675,1.34325
2.73723,1.31937
2.76471,1.34191
2.7786,1.34526
2.64413,1.33923
2.80669,1.23094
2.73723,1.24009
2.77164,1.22669
1.06036,1.44976
2.8209,1.28891
3.12903,1.5284
3.12903,1.5568
3.20534,1.55044
3.13737,1.55521
3.28452,1.55521
3.1626,1.5052
3.14575,1.5592
3.096,1.55044
3.24896,1.4968
3.13737,1.5624
3.14575,1.54964
3.27557,1.5576
3.21399,1.55521
3.17108,1.56
3.22268,1.55521
3.10421,1.55521
3.24896,1.55282
3.18814,1.51752
3.30252,1.5576
3.20534,1.5568
3.2314,1.49985
3.17108,1.5584
2.71688,1.55202
3.2314,1.53701
3.2578,1.5584
3.13737,1.55282
3.06349,1.52996
3.2314,1.55202
3.04743,1.54726
3.24896,1.54806
3.20534,1.5624
2.34641,1.55044
3.12072,1.52606
3.07968,1.54252
3.18814,1.55521
3.26667,1.49908
3.24896,1.55362
3.21399,1.55601
3.07968,1.5592
3.32068,1.55044
3.10421,1.51211
3.1626,1.55362
3.27557,1.54964
3.19672,1.55441
3.08782,1.52684
3.30252,1.54806
3.096,1.56
3.17959,1.54647
3.1626,1.55521
3.2578,1.50827
3.2314,1.55441
3.13737,1.5592
3.37607,1.55362
3.12903,1.49148
3.19672,1.54647
3.26667,1.55202
3.24896,1.56
3.1626,1.55282
3.33898,1.52372
3.32068,1.54964
3.22268,1.56
3.14575,1.55521
3.32068,1.3399
3.30252,1.55362
3.26667,1.5576
3.2935,1.5592
3.19672,1.51674
3.44252,1.5616
3.30252,1.56401
3.15416,1.5584
3.32981,1.55521
3.32981,1.53309
3.17959,1.5632
3.31158,1.55123
3.19672,1.5608
3.37607,1.55362
3.41379,1.5632
3.14575,1.56481
3.15416,1.5584
3.41379,1.55123
3.21399,1.53387
3.3482,1.56401
3.30252,1.5608
3.2314,1.56
3.28452,1.44903
3.22268,1.45785
3.28452,1.44391
3.08782,1.41367
3.35745,1.61308
3.38544,1.58913
3.47162,1.62564
3.30252,1.62648
3.4329,1.62564
3.42333,1.60809
3.4814,1.62648
3.41379,1.62817
3.59193,1.62817
3.37607,1.63493
3.47162,1.55601
3.36674,1.62986
3.44252,1.62817
3.28452,1.62564
3.44252,1.62312
3.20534,1.61141
3.51101,1.6206
3.37607,1.63239
3.4329,1.63155
3.4043,1.60063
3.3482,1.63239
3.5011,1.63155
3.47162,1.63408
3.44252,1.63493
3.32981,1.5584
3.46187,1.62648
3.39485,1.5826
3.3482,1.62986
3.4329,1.62228
3.24017,1.59981
3.4814,1.6248
3.37607,1.62817
3.30252,1.62564
3.32981,1.58913
3.32981,1.6307
3.37607,1.62564
3.20534,1.6248
3.49123,1.62396
3.28452,1.39322
3.4043,1.6206
3.32981,1.62901
3.3482,1.62817
3.42333,1.69031
3.22268,1.6206
3.47162,1.61141
3.22268,1.63239
3.3482,1.62648
3.44252,1.59077
3.36674,1.62648
3.30252,1.63578
3.42333,1.62648
3.46187,1.63155
3.32981,1.59487
3.49123,1.6206
3.3482,1.62986
3.2935,1.62733
3.28452,1.65801
3.4814,1.62312
3.17959,1.62648
3.44252,1.61475
3.31158,1.62901
3.42333,1.60311
3.31158,1.63408
3.44252,1.62228
3.4329,1.62648
3.2578,1.63748
3.41379,1.58668
3.2935,1.62986
3.39485,1.61893
3.32981,1.63155
3.3482,1.6632
3.2578,1.62648
3.52097,1.61976
3.30252,1.63408
3.4814,1.62564
3.3482,1.60726
3.42333,1.62733
3.45217,1.62228
3.4329,1.63408
3.2935,1.62733
3.42333,1.57206
3.32068,1.62817
3.4329,1.62733
3.4329,1.62564
3.49123,1.65974
3.4043,1.62564
3.36674,1.6307
3.36674,1.62986
3.46187,1.6248
3.32981,1.58913
3.4043,1.62817
3.4329,1.62901
3.45217,1.62564
3.36674,1.63239
3.39485,1.60311
3.18814,1.63493
3.46187,1.61558
3.27557,1.63324
3.33898,1.65888
3.5011,1.62564
3.2314,1.58178
3.45217,1.62564
3.35745,1.63578
3.2935,1.44976
3.32981,1.61475
3.41379,1.62986
3.36674,1.62733
3.21399,1.62986
2.53103,1.61224
3.18814,1.59241
3.42333,1.6206
3.39485,1.63493
3.32981,1.61308
3.60225,1.6307
3.30252,1.62986
3.52097,1.62144
3.36674,1.62817
3.38544,1.59323
3.54102,1.62648
3.36674,1.62564
3.46187,1.6248
3.36674,1.63578
3.3482,1.53858
3.49123,1.62817
3.28452,1.63324
3.46187,1.62648
3.30252,1.60146
3.32981,1.62901
3.41379,1.62396
3.33898,1.62901
3.4043,1.62396
3.21399,1.6056
3.45217,1.61308
3.45217,1.6307
3.46187,1.63918
3.35745,1.63578
3.3482,1.49148
3.4329,1.61976
3.32068,1.62817
3.37607,1.62144
3.37607,1.61224
3.47162,1.62901
3.38544,1.62817
3.2935,1.62228
3.53097,1.62986
3.32981,1.60311
3.53097,1.6307
3.32981,1.62986
3.2935,1.61558
3.47162,1.6248
2.62478,1.61809
3.2314,1.59898
3.35745,1.62733
3.33898,1.62733
3.32981,1.6056
3.21399,1.63324
3.45217,1.61809
3.46187,1.63155
3.32981,1.62986
3.37607,1.60146
3.2935,1.63578
3.39485,1.62312
3.32068,1.63239
3.37607,1.62564
2.35738,1.6248
3.30252,1.58995
3.55111,1.62733
3.22268,1.63408
3.51101,1.4251
3.35745,1.6206
3.35745,1.62564
3.36674,1.6307
3.44252,1.62733
3.17108,1.59651
3.31158,1.62144
3.5011,1.61725
3.24017,1.6307
3.27557,1.52918
3.4814,1.62396
3.32068,1.63155
3.35745,1.61224
3.42333,1.62901
3.45217,1.60975
3.33898,1.62648
3.27557,1.62986
3.42333,1.62228
3.2935,1.62733
3.55111,1.60809
3.06349,1.63493
3.37607,1.61893
3.5011,1.62396
3.1626,1.53309
3.39485,1.61809
3.24896,1.6307
3.2578,1.61725
3.37607,1.62564
3.4043,1.62564
3.3482,1.62733
3.20534,1.62564
3.37607,1.62648
3.3482,1.62144
3.24017,1.5761
3.44252,1.61976
3.24896,1.62733
3.22268,1.61725
3.37607,1.54094
3.47162,1.62733
3.19672,1.62986
3.33898,1.62733
3.19672,1.62396
3.3482,1.61141
3.53097,1.6206
3.2578,1.59651
3.44252,1.63239
3.37607,1.6248
3.39485,1.60146
3.3482,1.62733
3.35745,1.6248
3.4043,1.62986
3.31158,1.55123
3.2935,1.62312
3.31158,1.62396
3.54102,1.6248
3.22268,1.63239
3.42333,1.60311
3.24017,1.63493
3.46187,1.62144
3.2578,1.63155
3.26667,1.61558
3.45217,1.58749
3.45217,1.6307
3.37607,1.63155
3.35745,1.62564
3.2935,1.41438
3.41379,1.62144
3.46187,1.6307
3.35745,1.63324
3.3482,1.62986
3.4329,1.60394
3.49123,1.63239
3.37607,1.6307
3.45217,1.6248
3.41379,1.60643
3.36674,1.62733
3.35745,1.62733
3.32981,1.62901
3.39485,1.62986
3.3482,1.5592
3.45217,1.62228
3.26667,1.58749
3.32068,1.62564
3.42333,1.62733
3.2935,1.95314
3.21399,1.6307
6.5572,1.56803
3.49123,1.62564
3.24017,1.53544
3.12903,1.55044
3.18814,1.5568
3.07968,1.5568
3.18814,1.53544
3.21399,1.55202
3.19672,1.55601
3.24896,1.5592
3.15416,1.5616
3.2578,1.54094
3.24896,1.5568
3.07968,1.5584
3.12903,1.55123
3.19672,1.4697
3.20534,1.55441
3.21399,1.55441
3.26667,1.55521
3.1626,1.55202
3.06349,1.53152
3.31158,1.5592
3.10421,1.5632
3.31158,1.54885
3.12072,1.56561
3.19672,1.5568
3.22268,1.55521
3.07968,1.5584
3.32068,1.55441
3.3482,1.49224
3.26667,1.56481
3.13737,1.53937
3.28452,1.55601
3.21399,1.86034
3.12072,1.57853
3.24896,1.58586
3.12903,1.50904
3.096,1.44683
3.00783,1.48619
3.10421,1.48167
2.96132,1.49224
3.17959,1.47942
3.12072,1.29919
3.1626,1.47942
3.0315,1.49073
3.08782,1.4877
3.03945,1.44683
3.18814,1.48318
3.096,1.4877
3.11245,1.48997
3.02358,1.44756
3.18814,1.48846
3.13737,1.493
3.15416,1.48544
3.17959,1.48695
3.05545,1.45858
3.07968,1.48468
2.9767,1.48846
3.15416,1.48544
3.01569,1.45637
