TAKE,1THR,2THR,4THR
 
COLSIZE:,0.01
NAIVE
TIME
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
ERROR
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
THROUGHPUT
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
BUFFERED
TIME
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
ERROR
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
THROUGHPUT
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
BUFFERED WITH PADDING
TIME
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
ERROR
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
THROUGHPUT
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
COLSIZE:,0.001
NAIVE
TIME
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
ERROR
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
THROUGHPUT
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
BUFFERED
TIME
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
ERROR
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
THROUGHPUT
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
BUFFERED WITH PADDING
TIME
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
ERROR
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
THROUGHPUT
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
COLSIZE:,0.0001
NAIVE
TIME
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
ERROR
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
THROUGHPUT
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
BUFFERED
TIME
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
ERROR
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
THROUGHPUT
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
BUFFERED WITH PADDING
TIME
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
ERROR
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
THROUGHPUT
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
COLSIZE:,0.00001
NAIVE
TIME
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
ERROR
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
THROUGHPUT
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
BUFFERED
TIME
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
ERROR
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
THROUGHPUT
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
BUFFERED WITH PADDING
TIME
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
ERROR
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
THROUGHPUT
1,,,,
2,,,,
3,,,,
4,,,,
5,,,,
