TAKE,1THR,2THR,4THR,8THR,1THR,2THR,4THR
4,27.3374,14.535,10.4952,,,,
5,28.3178,15.2993,10.9664,,,,
NAIVE,,,,,,,
THROUGHPUT:,,,,,,,
1,1.18E+06,2.21E+06,3.09E+06,,,,
2,1.17E+06,2.15E+06,2.94E+06,,,,
3,1.21E+06,2.29E+06,3.24E+06,,,,
4,1.23E+06,2.31E+06,3.20E+06,,,,
5,1.18E+06,2.19E+06,3.06E+06,,,,
NAIVE,,,,,,,
ERROR:,,,,,,,
1,,0.00056576,0.0018624,,,,
2,,0.00055434,0.0019028,,,,
3,,0.00056092,0.002188,,,,
4,,0.0005721,0.0022266,,,,
5,,0.00053359,0.0017644,,,,
MERGED,,,,,,,
TIME:,,,,,,,
1,25.8449,13.6629,9.46169,,25.68796,13.66232,9.521842
2,26.5813,13.9703,9.75458,,,,
3,25.2062,13.5336,9.45198,,,,
4,25.4691,13.4892,9.34067,,,,
5,25.3383,13.6556,9.60029,,,,
MERGED,,,,,,,
THROUGHPUT:,,,,,,,
1,1.30E+06,2.46E+06,3.55E+06,,,,
2,1.26E+06,2.40E+06,3.44E+06,,,,
3,1.33E+06,2.48E+06,3.55E+06,,,,
4,1.32E+06,2.49E+06,3.59E+06,,,,
5,1.32E+06,2.46E+06,3.50E+06,,,,
MERGED,,,,,,,
ERROR:,,,,,,,
1,,0.015846,0.012332,,,,
2,,0.017003,0.015483,,,,
3,,0.016441,0.010789,,,,
4,,0.016561,0.011002,,,,
5,,0.016503,0.010734,,,,
BATCHED,,,,,,,
TIME:,,,,,,,
1,24.6306,11.9883,8.18817,,24.58346,12.0677,8.256682
2,24.702,12.1771,8.39456,,,,
3,24.4624,12.0816,8.19038,,,,
4,24.652,11.941,8.07048,,,,
5,24.4703,12.1505,8.43982,,,,
BATCHED,,,,,,,
THROUGHPUT:,,,,,,,
1,1.36E+06,2.80E+06,4.10E+06,,,,
2,1.36E+06,2.76E+06,4.00E+06,,,,
3,1.37E+06,2.78E+06,4.10E+06,,,,
4,1.36E+06,2.81E+06,4.16E+06,,,,
5,1.37E+06,2.76E+06,3.98E+06,,,,
BATCHED,,,,,,,
ERROR:,,,,,,,
1,,8.61E-01,9.23E-01,,,,
2,,3.97E-01,9.72E-01,,,,
3,,7.52E-01,1.87E-01,,,,
4,,1.69E-01,4.15E-02,,,,
5,,2.35E-01,4.95E-01,,,,
