TAKE,1THR,2THR,4THR,8THR,1THR,2THR,4THR
 ,,,,,,,
COLSIZE:,0.01,,,,,,
NAIVE,,,,,,,
TIME:,,,,,,,
1,31.1557,16.6821,12.1583,,31.31852,16.7655,12.18704
2,31.1199,16.6708,12.2344,,,,
3,31.4964,16.9734,12.2686,,,,
4,31.3273,16.6824,12.1902,,,,
5,31.4933,16.8188,12.0837,,,,
NAIVE,,,,,,,
THROUGHPUT:,,,,,,,
1,1.08E+06,2.01E+06,2.76E+06,,,,
2,1.08E+06,2.01E+06,2.74E+06,,,,
3,1.07E+06,1.98E+06,2.73E+06,,,,
4,1.07E+06,2.01E+06,2.75E+06,,,,
5,1.07E+06,2.00E+06,2.78E+06,,,,
NAIVE,,,,,,,
ERROR:,,,,,,,
1,0.1152,0.1152,0.11521,,,,
2,0.11974,0.11974,0.11975,,,,
3,0.10641,0.10641,0.10641,,,,
4,0.071818,0.07182,0.071832,,,,
5,0.064395,0.064396,0.064413,,,,
MERGED,,,,,,,
TIME:,,,,,,,
1,29.7273,16.2208,11.2794,,29.35238,15.97906,11.41152
2,28.8842,15.8906,11.3648,,,,
3,29.2704,15.5864,11.5803,,,,
4,28.9772,15.8545,11.336,,,,
5,29.9028,16.343,11.4971,,,,
MERGED,,,,,,,
THROUGHPUT:,,,,,,,
1,1.13E+06,2.07E+06,2.97E+06,,,,
2,1.16E+06,2.11E+06,2.95E+06,,,,
3,1.15E+06,2.15E+06,2.90E+06,,,,
4,1.16E+06,2.12E+06,2.96E+06,,,,
5,1.12E+06,2.05E+06,2.92E+06,,,,
MERGED,,,,,,,
ERROR:,,,,,,,
1,0.1152,0.11621,0.11551,,,,
2,0.11974,0.12034,0.12005,,,,
3,0.10641,0.10674,0.10673,,,,
4,0.071818,0.073523,0.0724,,,,
5,0.064395,0.066021,0.064968,,,,
BATCHED,,,,,,,
TIME:,,,,,,,
1,28.2967,14.075,9.67439,,28.5705,14.16346,9.8058
2,28.3396,13.9591,9.72236,,,,
3,28.9822,14.3823,9.94806,,,,
4,28.2726,13.9741,9.65329,,,,
5,28.9614,14.4268,10.0309,,,,
BATCHED,,,,,,,
THROUGHPUT:,,,,,,,
1,1.19E+06,2.38E+06,3.47E+06,,,,
2,1.18E+06,2.40E+06,3.45E+06,,,,
3,1.16E+06,2.33E+06,3.37E+06,,,,
4,1.19E+06,2.40E+06,3.48E+06,,,,
5,1.16E+06,2.33E+06,3.35E+06,,,,
BATCHED,,,,,,,
ERROR:,,,,,,,
1,0.1152,0.1152,0.11521,,,,
2,0.11974,0.11974,0.11974,,,,
3,0.10641,0.10641,0.10639,,,,
4,0.071818,0.071831,0.071818,,,,
5,0.064395,0.064396,0.064395,,,,
COLSIZE:,0.001,,,,,,
NAIVE,,,,,,,
TIME:,,,,,,,
1,30.5954,16.1267,11.693,,30.55442,16.2633,11.82976
2,30.3294,16.0551,11.7669,,,,
3,30.5163,16.2362,11.7401,,,,
4,30.4487,16.307,11.8932,,,,
5,30.8823,16.5915,12.0556,,,,
NAIVE,,,,,,,
THROUGHPUT:,,,,,,,
1,1.10E+06,2.08E+06,2.87E+06,,,,
2,1.11E+06,2.09E+06,2.85E+06,,,,
3,1.10E+06,2.07E+06,2.86E+06,,,,
4,1.10E+06,2.06E+06,2.82E+06,,,,
5,1.09E+06,2.02E+06,2.78E+06,,,,
NAIVE,,,,,,,
ERROR:,,,,,,,
1,0.0006987,0.00084993,0.0019778,,,,
2,0.001236,0.001333,0.002167,,,,
3,0.00053203,0.00071615,0.0018647,,,,
4,0.0011297,0.001297,0.0020211,,,,
5,0.0014546,0.0015589,0.0021352,,,,
MERGED,,,,,,,
TIME:,,,,,,,
1,29.3785,15.733,11.6066,,28.43772,15.40182,11.20232
2,28.4071,15.3816,11.3952,,,,
3,27.9889,15.3678,11.0236,,,,
4,28.1023,14.9473,10.545,,,,
5,28.3118,15.5794,11.4412,,,,
MERGED,,,,,,,
THROUGHPUT:,,,,,,,
1,1.14E+06,2.13E+06,2.89E+06,,,,
2,1.18E+06,2.18E+06,2.94E+06,,,,
3,1.20E+06,2.18E+06,3.04E+06,,,,
4,1.19E+06,2.24E+06,3.18E+06,,,,
5,1.19E+06,2.15E+06,2.93E+06,,,,
MERGED,,,,,,,
ERROR:,,,,,,,
1,0.0006987,0.016067,0.01435,,,,
2,0.001236,0.016525,0.011049,,,,
3,0.00053203,0.016365,0.010528,,,,
4,0.0011297,0.016489,0.010729,,,,
5,0.0014546,0.01654,0.010715,,,,
BATCHED,,,,,,,
TIME:,,,,,,,
1,27.1476,13.3559,9.27318,,27.19602,13.42316,9.187348
2,27.641,13.5991,9.33272,,,,
3,26.9664,13.335,8.99088,,,,
4,27.1108,13.3196,9.07319,,,,
5,27.1143,13.5062,9.26677,,,,
BATCHED,,,,,,,
THROUGHPUT:,,,,,,,
1,1.24E+06,2.51E+06,3.62E+06,,,,
2,1.21E+06,2.47E+06,3.60E+06,,,,
3,1.24E+06,2.52E+06,3.73E+06,,,,
4,1.24E+06,2.52E+06,3.70E+06,,,,
5,1.24E+06,2.48E+06,3.62E+06,,,,
BATCHED,,,,,,,
ERROR:,,,,,,,
1,0.0006987,0.00069313,0.000697,,,,
2,0.001236,0.0012356,0.001236,,,,
3,0.00053203,0.00053202,0.00053203,,,,
4,0.0011297,0.0011298,0.0011297,,,,
5,0.0014546,0.0014546,0.0014546,,,,
COLSIZE:,0.0001,,,,,,
NAIVE,,,,,,,
TIME:,,,,,,,
1,29.4434,15.7068,11.5128,,29.36052,15.64354,11.30126
2,28.2511,15.1044,10.5917,,,,
3,28.9986,15.5194,10.9822,,,,
4,30.0466,15.9687,11.8304,,,,
5,30.0629,15.9184,11.5892,,,,
NAIVE,,,,,,,
THROUGHPUT:,,,,,,,
1,1.14E+06,2.14E+06,2.91E+06,,,,
2,1.19E+06,2.22E+06,3.17E+06,,,,
3,1.16E+06,2.16E+06,3.06E+06,,,,
4,1.12E+06,2.10E+06,2.84E+06,,,,
5,1.12E+06,2.11E+06,2.90E+06,,,,
NAIVE,,,,,,,
ERROR:,,,,,,,
1,,0.00040998,0.0014,,,,
2,,0.00070052,0.0025195,,,,
3,,0.00049598,0.0019796,,,,
4,,0.00037645,0.0014551,,,,
5,,0.00046984,0.0015978,,,,
MERGED,,,,,,,
TIME:,,,,,,,
1,26.6518,14.1255,9.82028,,27.17996,14.35756,10.08169
2,26.8062,14.3218,9.99217,,,,
3,27.9003,14.7171,10.4949,,,,
4,26.5819,14.1044,10.0127,,,,
5,27.9596,14.519,10.0884,,,,
MERGED,,,,,,,
THROUGHPUT:,,,,,,,
1,1.26E+06,2.38E+06,3.42E+06,,,,
2,1.25E+06,2.34E+06,3.36E+06,,,,
3,1.20E+06,2.28E+06,3.20E+06,,,,
4,1.26E+06,2.38E+06,3.35E+06,,,,
5,1.20E+06,2.31E+06,3.33E+06,,,,
MERGED,,,,,,,
ERROR:,,,,,,,
1,,0.016509,0.010651,,,,
2,,0.016585,0.01103,,,,
3,,0.017152,0.014606,,,,
4,,0.016517,0.010707,,,,
5,,0.017314,0.0118,,,,
BATCHED,,,,,,,
TIME:,,,,,,,
1,25.6517,12.5249,8.62106,,25.76002,12.70334,8.664076
2,25.9149,12.9053,8.80475,,,,
3,25.9121,12.8588,8.87306,,,,
4,25.4492,12.5932,8.59831,,,,
5,25.8722,12.6345,8.4232,,,,
BATCHED,,,,,,,
THROUGHPUT:,,,,,,,
1,1.31E+06,2.68E+06,3.89E+06,,,,
2,1.29E+06,2.60E+06,3.81E+06,,,,
3,1.29E+06,2.61E+06,3.78E+06,,,,
4,1.32E+06,2.66E+06,3.90E+06,,,,
5,1.30E+06,2.66E+06,3.98E+06,,,,
BATCHED,,,,,,,
ERROR:,,,,,,,
1,,9.55E-01,9.22E-01,,,,
2,,5.93E-01,9.76E-02,,,,
3,,2.25E-01,1.53E-01,,,,
4,,1.16E-01,9.52E-01,,,,
5,,9.27E-01,5.46E-01,,,,
COLSIZE:,0.00001,,,,,,
NAIVE,,,,,,,
TIME:,,,,,,,
1,28.4118,15.2069,10.8753,,28.12762,15.06312,10.8176
2,28.7453,15.6133,11.4057,,,,
3,27.8258,14.6611,10.3454,,,,
