TAKE,1THR,2THR,4THR,8THR,1THR,2THR,4THR
4,1.40E+06,2.84E+06,4.47E+06,,,,
5,1.43E+06,2.90E+06,4.53E+06,,,,
BATCH,,,,,,,
ERROR:,,,,,,,
1,,3.01E-01,9.34E-01,,,,
2,,,4.47E-01,,,,
3,,,,,,,
4,,0.0001071,2.43E-01,,,,
5,,5.79E-01,4.90E-01,,,,
BATCH AND PADDING,,,,,,,
TIME:,,,,,,,
1,24.021,11.7228,7.28191,,23.97436,11.77178,7.464386
2,23.9209,11.7156,7.21451,,,,
3,23.9926,11.8163,7.51292,,,,
4,23.9851,11.8198,7.5837,,,,
5,23.9522,11.7844,7.72889,,,,
BATCH AND PADDING,,,,,,,
HASH TIME:,,,,,,,
1,2.9962,1.4883,0.93072,,3.02798,1.51564,0.964006
2,3.0643,1.5384,0.95649,,,,
3,3.0613,1.5408,0.98028,,,,
4,3.0164,1.5062,0.9665,,,,
5,3.0017,1.5045,0.98604,,,,
BATCH AND PADDING,,,,,,,
WRITE TIME:,,,,,,,
1,20.9391,10.2049,6.33925,,20.85978,10.22854,6.49019
2,20.7686,10.1681,6.25545,,,,
3,20.8463,10.2397,6.52632,,,,
4,20.8798,10.2783,6.60522,,,,
5,20.8651,10.2517,6.72471,,,,
BATCH AND PADDING,,,,,,,
THROUGHPUT:,,,,,,,
1,1.40E+06,2.86E+06,4.61E+06,,,,
2,1.40E+06,2.86E+06,4.65E+06,,,,
3,1.40E+06,2.84E+06,4.47E+06,,,,
4,1.40E+06,2.84E+06,4.42E+06,,,,
5,1.40E+06,2.85E+06,4.34E+06,,,,
BATCH AND PADDING,,,,,,,
ERROR:,,,,,,,
1,,8.67E-01,,,,,
2,,8.28E-01,8.28E-01,,,,
3,,,,,,,
4,,3.82E-01,9.02E-01,,,,
5,,,6.97E-01,,,,
