TAKE,1THR,2THR,4THR,8THR,1THR,2THR,4THR
 ,,,,,,,
COLSIZE:,0.01,,,,,,
BATCH,,,,,,,
TIME:,,,,,,,
1,27.4904,13.691,8.55505,,27.58332,13.72752,8.548212
2,27.742,13.7901,8.79999,,,,
3,27.4687,13.6404,8.37093,,,,
4,27.5365,13.7216,8.59441,,,,
5,27.679,13.7945,8.42068,,,,
BATCH,,,,,,,
HASH TIME:,,,,,,,
1,2.9898,1.5125,0.94995,,3.00072,1.51866,0.948884
2,3.0079,1.5274,0.9682,,,,
3,2.9975,1.5117,0.93298,,,,
4,2.9987,1.5137,0.9594,,,,
5,3.0097,1.528,0.93389,,,,
BATCH,,,,,,,
WRITE TIME:,,,,,,,
1,24.417,12.1458,7.59586,,24.49776,12.1768,7.587754
2,24.6505,12.2456,7.80702,,,,
3,24.3854,12.0907,7.42165,,,,
4,24.4516,12.1663,7.62479,,,,
5,24.5843,12.2356,7.48945,,,,
BATCH,,,,,,,
THROUGHPUT:,,,,,,,
1,1.22E+06,2.45E+06,3.92E+06,,,,
2,1.21E+06,2.43E+06,3.81E+06,,,,
3,1.22E+06,2.46E+06,4.01E+06,,,,
4,1.22E+06,2.45E+06,3.90E+06,,,,
5,1.21E+06,2.43E+06,3.98E+06,,,,
BATCH,,,,,,,
ERROR:,,,,,,,
1,0.28466,0.28466,0.28466,,,,
2,0.27612,0.27612,0.2761,,,,
3,0.24667,0.24667,0.24667,,,,
4,0.2399,0.2399,0.2399,,,,
5,0.29089,0.29089,0.29089,,,,
BATCH AND PADDING,,,,,,,
TIME:,,,,,,,
1,27.7363,13.7872,8.59104,,27.72452,13.73222,8.531862
2,27.7838,13.6905,8.66866,,,,
3,27.5609,13.6083,8.67398,,,,
4,27.6672,13.7219,8.32217,,,,
5,27.8744,13.8532,8.40346,,,,
BATCH AND PADDING,,,,,,,
HASH TIME:,,,,,,,
1,3.053,1.5456,0.9712,,3.0492,1.53952,0.959148
2,3.0367,1.5244,0.96417,,,,
3,3.0175,1.5221,0.96209,,,,
4,3.0619,1.544,0.94722,,,,
5,3.0769,1.5615,0.95106,,,,
BATCH AND PADDING,,,,,,,
WRITE TIME:,,,,,,,
1,24.5992,12.2095,7.60988,,24.58978,12.16552,7.564722
2,24.6626,12.1356,7.69486,,,,
3,24.4564,12.0695,7.70185,,,,
4,24.518,12.1492,7.36615,,,,
5,24.7127,12.2638,7.45087,,,,
BATCH AND PADDING,,,,,,,
THROUGHPUT:,,,,,,,
1,1.21E+06,2.43E+06,3.91E+06,,,,
2,1.21E+06,2.45E+06,3.87E+06,,,,
3,1.22E+06,2.47E+06,3.87E+06,,,,
4,1.21E+06,2.45E+06,4.03E+06,,,,
5,1.20E+06,2.42E+06,3.99E+06,,,,
BATCH AND PADDING,,,,,,,
ERROR:,,,,,,,
1,0.23341,0.23341,0.23341,,,,
2,0.23847,0.23847,0.23847,,,,
3,0.25828,0.25828,0.25828,,,,
4,0.278,0.278,0.278,,,,
5,0.28896,0.28896,0.28895,,,,
COLSIZE:,0.001,,,,,,
BATCH,,,,,,,
TIME:,,,,,,,
1,26.5629,13.2144,8.189,,26.59462,13.13722,8.233484
2,26.7283,13.1926,7.9504,,,,
3,26.475,13.0458,8.03697,,,,
4,26.5205,13.0574,8.50653,,,,
5,26.6864,13.1759,8.48452,,,,
BATCH,,,,,,,
HASH TIME:,,,,,,,
1,3.0226,1.5335,0.95607,,3.02314,1.52786,0.96211
2,3.0384,1.535,0.92891,,,,
3,3.0098,1.5192,0.94432,,,,
4,3.0195,1.5198,0.99358,,,,
5,3.0254,1.5318,0.98767,,,,
BATCH,,,,,,,
WRITE TIME:,,,,,,,
1,23.4548,11.6587,7.22719,,23.48684,11.58318,7.258948
2,23.6032,11.6298,7.01106,,,,
3,23.3832,11.5037,7.08082,,,,
4,23.4173,11.4976,7.49524,,,,
5,23.5757,11.6261,7.48043,,,,
BATCH,,,,,,,
THROUGHPUT:,,,,,,,
1,1.26E+06,2.54E+06,4.10E+06,,,,
2,1.26E+06,2.54E+06,4.22E+06,,,,
3,1.27E+06,2.57E+06,4.18E+06,,,,
4,1.27E+06,2.57E+06,3.94E+06,,,,
5,1.26E+06,2.55E+06,3.95E+06,,,,
BATCH,,,,,,,
ERROR:,,,,,,,
1,0.0099087,0.0099087,0.0099087,,,,
2,0.0095995,0.0095995,0.0095995,,,,
3,0.0078338,0.0078319,0.0078338,,,,
4,0.0076777,0.0076777,0.0076777,,,,
5,0.0085208,0.0085208,0.0085208,,,,
BATCH AND PADDING,,,,,,,
TIME:,,,,,,,
1,26.7399,13.1928,8.03671,,26.77772,13.186,8.253484
2,26.7864,13.1611,8.06259,,,,
3,26.5747,13.0765,8.21563,,,,
4,26.9697,13.2673,8.54734,,,,
5,26.8179,13.2323,8.40515,,,,
BATCH AND PADDING,,,,,,,
HASH TIME:,,,,,,,
1,3.0988,1.565,0.96363,,3.08328,1.55254,0.975456
2,3.081,1.5488,0.95383,,,,
3,3.0572,1.534,0.96622,,,,
4,3.111,1.5693,1.0096,,,,
5,3.0684,1.5456,0.984,,,,
BATCH AND PADDING,,,,,,,
WRITE TIME:,,,,,,,
1,23.5538,11.6039,7.06831,,23.60908,11.60816,7.266584
2,23.6186,11.5854,7.10019,,,,
3,23.4347,11.5091,7.23391,,,,
4,23.7738,11.675,7.52724,,,,
5,23.6645,11.6674,7.40327,,,,
BATCH AND PADDING,,,,,,,
THROUGHPUT:,,,,,,,
1,1.25E+06,2.54E+06,4.18E+06,,,,
2,1.25E+06,2.55E+06,4.16E+06,,,,
3,1.26E+06,2.57E+06,4.08E+06,,,,
4,1.24E+06,2.53E+06,3.93E+06,,,,
5,1.25E+06,2.54E+06,3.99E+06,,,,
BATCH AND PADDING,,,,,,,
ERROR:,,,,,,,
1,0.0098818,0.00988,0.0098838,,,,
2,0.009088,0.009088,0.009088,,,,
3,0.008953,0.008953,0.0089547,,,,
4,0.0080442,0.0080451,0.0080442,,,,
5,0.0088151,0.0088151,0.0088151,,,,
COLSIZE:,0.0001,,,,,,
BATCH,,,,,,,
TIME:,,,,,,,
1,26.1411,12.9327,8.34051,,26.01528,12.88536,8.105026
2,26.0589,12.8688,8.3963,,,,
3,25.8803,12.7853,8.06266,,,,
4,26.0552,12.9334,7.93104,,,,
5,25.9409,12.9066,7.79462,,,,
BATCH,,,,,,,
HASH TIME:,,,,,,,
1,3.1068,1.5711,1.0155,,3.10212,1.56942,0.989916
2,3.1147,1.5725,1.0251,,,,
3,3.1198,1.5781,1.0006,,,,
4,3.1054,1.5732,0.96614,,,,
5,3.0639,1.5522,0.94224,,,,
BATCH,,,,,,,
WRITE TIME:,,,,,,,
1,22.9453,11.3379,7.30669,,22.82528,11.28794,7.103034
2,22.8542,11.2802,7.36123,,,,
3,22.6758,11.1786,7.05094,,,,
4,22.859,11.3323,6.95198,,,,
5,22.7921,11.3107,6.84433,,,,
BATCH,,,,,,,
THROUGHPUT:,,,,,,,
1,1.28E+06,2.59E+06,4.02E+06,,,,
2,1.29E+06,2.61E+06,4.00E+06,,,,
3,1.30E+06,2.62E+06,4.16E+06,,,,
4,1.29E+06,2.59E+06,4.23E+06,,,,
5,1.29E+06,2.60E+06,4.30E+06,,,,
BATCH,,,,,,,
ERROR:,,,,,,,
1,0.00023189,0.0002319,0.00023189,,,,
2,0.00025673,0.00025652,0.00024951,,,,
3,0.00023959,0.0002378,0.00023959,,,,
4,0.000216,0.00022289,0.0002189,,,,
5,0.0002089,0.0002089,0.0002089,,,,
BATCH AND PADDING,,,,,,,
TIME:,,,,,,,
1,26.2283,12.8974,8.33719,,26.16152,12.90232,8.053394
2,26.3999,12.9793,8.35275,,,,
3,26.0546,12.8463,7.97891,,,,
4,26.3057,12.9829,7.84732,,,,
5,25.8191,12.8057,7.7508,,,,
BATCH AND PADDING,,,,,,,
HASH TIME:,,,,,,,
1,3.1663,1.5969,1.027,,3.12842,1.56302,0.98825
2,3.164,1.5959,1.0294,,,,
3,3.1234,1.5,0.98964,,,,
4,3.112,1.5713,0.95316,,,,
5,3.0764,1.551,0.94205,,,,
BATCH AND PADDING,,,,,,,
WRITE TIME:,,,,,,,
