TAKE,1THR,2THR,4THR,8THR,1THR,2THR,4THR
1,22.973,11.285,7.29364,,22.94444,11.2982,7.050018
2,23.1459,11.3647,7.3101,,,,
3,22.8449,11.2316,6.96565,,,,
4,23.1009,11.3858,6.88019,,,,
5,22.6575,11.2239,6.80051,,,,
BATCH AND PADDING,,,,,,,
THROUGHPUT:,,,,,,,
1,1.28E+06,2.60E+06,4.02E+06,,,,
2,1.27E+06,2.59E+06,4.02E+06,,,,
3,1.29E+06,2.61E+06,4.21E+06,,,,
4,1.28E+06,2.58E+06,4.28E+06,,,,
5,1.30E+06,2.62E+06,4.33E+06,,,,
BATCH AND PADDING,,,,,,,
ERROR:,,,,,,,
1,0.000165,0.00016834,0.00016503,,,,
2,0.00020192,0.00020192,0.00020192,,,,
3,0.00026012,0.00025881,0.00026021,,,,
4,0.00021874,0.00021874,0.00021337,,,,
5,0.00024508,0.00024575,0.00024886,,,,
COLSIZE:,0.00001,,,,,,
BATCH,,,,,,,
TIME:,,,,,,,
1,25.581,12.7439,7.56542,,25.82946,12.8121,7.816418
2,25.6997,12.8098,7.66775,,,,
3,25.9972,12.8061,8.02171,,,,
4,25.8591,12.7879,7.91004,,,,
5,26.0103,12.9128,7.91717,,,,
BATCH,,,,,,,
HASH TIME:,,,,,,,
1,3.1276,1.5973,0.9681,,3.13412,1.59174,0.988518
2,3.0959,1.57,0.95429,,,,
3,3.147,1.5867,1.017,,,,
4,3.1436,1.5976,1.0027,,,,
5,3.1565,1.6071,1.0005,,,,
BATCH,,,,,,,
WRITE TIME:,,,,,,,
1,22.3633,11.1078,6.58741,,22.60476,11.18628,6.813918
2,22.5155,11.2057,6.70248,,,,
3,22.758,11.1853,6.98764,,,,
4,22.6254,11.1611,6.88741,,,,
5,22.7616,11.2715,6.90465,,,,
BATCH,,,,,,,
THROUGHPUT:,,,,,,,
1,1.31E+06,2.63E+06,4.44E+06,,,,
2,1.31E+06,2.62E+06,4.38E+06,,,,
3,1.29E+06,2.62E+06,4.18E+06,,,,
4,1.30E+06,2.62E+06,4.24E+06,,,,
5,1.29E+06,2.60E+06,4.24E+06,,,,
BATCH,,,,,,,
ERROR:,,,,,,,
1,,,1.92E-01,,,,
2,,2.97E-01,,,,,
3,,7.07E-02,8.88E-01,,,,
4,,,,,,,
5,,2.42E-01,2.54E-01,,,,
BATCH AND PADDING,,,,,,,
TIME:,,,,,,,
1,25.6477,12.8158,7.70316,,25.92812,12.81386,7.778986
2,25.7859,12.8096,7.73416,,,,
3,26.0709,12.7909,7.87023,,,,
4,25.9969,12.7527,7.78386,,,,
5,26.1392,12.9003,7.80352,,,,
BATCH AND PADDING,,,,,,,
HASH TIME:,,,,,,,
1,3.085,1.5675,0.95962,,3.13514,1.58372,0.97606
2,3.1549,1.5952,0.97791,,,,
3,3.1055,1.5575,0.97507,,,,
4,3.1615,1.5965,0.98067,,,,
5,3.1688,1.6019,0.98703,,,,
BATCH AND PADDING,,,,,,,
WRITE TIME:,,,,,,,
1,22.4734,11.2138,6.72967,,22.70168,11.19766,6.785248
2,22.5417,11.1698,6.73722,,,,
3,22.8711,11.1985,6.8808,,,,
4,22.7452,11.1293,6.78099,,,,
5,22.877,11.2769,6.79756,,,,
BATCH AND PADDING,,,,,,,
THROUGHPUT:,,,,,,,
1,1.31E+06,2.62E+06,4.36E+06,,,,
2,1.30E+06,2.62E+06,4.34E+06,,,,
3,1.29E+06,2.62E+06,4.26E+06,,,,
4,1.29E+06,2.63E+06,4.31E+06,,,,
5,1.28E+06,2.60E+06,4.30E+06,,,,
BATCH AND PADDING,,,,,,,
ERROR:,,,,,,,
1,4.22E-01,4.22E-01,4.22E-01,,,,
2,,,1.03E-01,,,,
3,3.81E-01,3.11E-01,1.15E-01,,,,
4,,,,,,,
5,,3.50E-02,,,,,
