TAKE,1THR,2THR,4THR,8THR,1THR,2THR,4THR
2,28.3677,14.1664,10.0063,,,,
3,28.3059,14.0556,9.41587,,,,
4,27.6953,13.8578,9.26474,,,,
5,28.0051,14.0412,8.9389,,,,
PADDING WITH BARRIER,,,,,,,
THROUGHPUT:,,,,,,,
1,1.06E+06,2.12E+06,3.01E+06,,,,
2,1.05E+06,2.11E+06,2.96E+06,,,,
3,1.05E+06,2.12E+06,3.15E+06,,,,
4,1.08E+06,2.16E+06,3.21E+06,,,,
5,1.07E+06,2.13E+06,3.32E+06,,,,
PADDING WITH BARRIER,,,,,,,
ERROR:,,,,,,,
1,0.0045527,0.0045527,0.0045527,,,,
2,0.0043671,0.0043671,0.0043671,,,,
3,0.00461,0.00461,0.00461,,,,
4,0.0043248,0.0043248,0.0043248,,,,
5,0.004341,0.004341,0.004341,,,,
COLSIZE:,0.00001,,,,,,
PADDING,,,,,,,
TIME:,,,,,,,
1,40.3841,20.5722,12.7242,,40.4957,20.79326,12.57244
2,40.4406,20.842,12.8926,,,,
3,40.9349,20.8858,12.3619,,,,
4,40.3691,20.8438,12.2797,,,,
5,40.3498,20.8225,12.6038,,,,
PADDING,,,,,,,
HASH TIME:,,,,,,,
1,3.2873,1.6544,1.093,,3.3089,1.68546,1.07496
2,3.3178,1.7016,1.1213,,,,
3,3.3434,1.6917,1.0353,,,,
4,3.2975,1.6906,1.0437,,,,
5,3.2985,1.689,1.0815,,,,
PADDING,,,,,,,
WRITE TIME:,,,,,,,
1,36.9873,18.8583,11.5688,,37.07368,19.05474,11.43406
2,37.0132,19.0868,11.7117,,,,
3,37.4676,19.1341,11.2502,,,,
4,36.9591,19.1091,11.1763,,,,
5,36.9412,19.0854,11.4633,,,,
PADDING,,,,,,,
THROUGHPUT:,,,,,,,
1,830883,1.63E+06,2.64E+06,,,,
2,829722,1.61E+06,2.60E+06,,,,
3,819702,1.61E+06,2.71E+06,,,,
4,831191,1.61E+06,2.73E+06,,,,
5,831588,1.61E+06,2.66E+06,,,,
PADDING,,,,,,,
ERROR:,,,,,,,
1,0.00013141,0.00013141,0.00013141,,,,
2,0.00013176,0.00013174,0.00013369,,,,
3,0.00013017,0.00013017,0.00013017,,,,
4,0.00011713,0.00011604,0.00011713,,,,
5,0.00012549,0.00012549,0.00012549,,,,
PADDING WITH BARRIER,,,,,,,
TIME:,,,,,,,
1,40.4497,20.5487,12.5543,,40.61466,20.80764,12.48786
2,40.5696,20.886,12.7065,,,,
3,41.0898,20.92,12.2003,,,,
4,40.4425,20.8485,12.2888,,,,
5,40.5217,20.835,12.6894,,,,
PADDING WITH BARRIER,,,,,,,
HASH TIME:,,,,,,,
1,3.2993,1.6538,1.065,,3.32462,1.68442,1.06152
2,3.333,1.6925,1.1014,,,,
3,3.3716,1.6994,1.0164,,,,
4,3.2892,1.682,1.0366,,,,
5,3.33,1.6944,1.0882,,,,
PADDING WITH BARRIER,,,,,,,
WRITE TIME:,,,,,,,
1,37.0125,18.8143,11.408,,37.14804,19.04764,11.34624
2,37.0979,19.1223,11.5305,,,,
3,37.565,19.1218,11.0836,,,,
4,37.0133,19.1026,11.1801,,,,
5,37.0515,19.0772,11.529,,,,
PADDING WITH BARRIER,,,,,,,
THROUGHPUT:,,,,,,,
1,829534,1.63E+06,2.67E+06,,,,
2,827083,1.61E+06,2.64E+06,,,,
3,816613,1.60E+06,2.75E+06,,,,
4,829683,1.61E+06,2.73E+06,,,,
5,828061,1.61E+06,2.64E+06,,,,
PADDING WITH BARRIER,,,,,,,
ERROR:,,,,,,,
1,0.00012923,0.00012923,0.00012923,,,,
2,0.00015284,0.00015284,0.00015284,,,,
3,0.00012563,0.00012563,0.00012563,,,,
4,0.00013128,0.00013128,0.00013128,,,,
5,0.00012604,0.00012604,0.00012604,,,,
