TAKE,1THR,2THR,4THR,8THR,1THR,2THR,4THR
 ,,,,,,,
COLSIZE:,0.01,,,,,,
PADDING,,,,,,,
TIME:,,,,,,,
1,27.9208,13.9605,10.0867,,27.80892,13.8812,9.584808
2,27.9346,13.9763,9.73318,,,,
3,27.7464,13.7743,9.45489,,,,
4,27.8367,13.9188,9.35147,,,,
5,27.6061,13.7761,9.2978,,,,
PADDING,,,,,,,
HASH TIME:,,,,,,,
1,3.2222,1.6246,1.1613,,3.20204,1.61498,1.08818
2,3.2113,1.625,1.1252,,,,
3,3.194,1.6032,1,,,,
4,3.2006,1.618,1.0797,,,,
5,3.1821,1.6041,1.0747,,,,
PADDING,,,,,,,
WRITE TIME:,,,,,,,
1,24.6134,12.3075,8.90498,,24.52276,12.23286,8.466984
2,24.6358,12.3187,8.60253,,,,
3,24.4696,12.1335,8.34987,,,,
4,24.5535,12.2699,8.26469,,,,
5,24.3415,12.1347,8.21285,,,,
PADDING,,,,,,,
THROUGHPUT:,,,,,,,
1,1.20E+06,2.40E+06,3.33E+06,,,,
2,1.20E+06,2.40E+06,3.45E+06,,,,
3,1.21E+06,2.44E+06,3.55E+06,,,,
4,1.21E+06,2.41E+06,3.59E+06,,,,
5,1.22E+06,2.44E+06,3.61E+06,,,,
PADDING,,,,,,,
ERROR:,,,,,,,
1,0.2512,0.2512,0.2512,,,,
2,0.2801,0.2801,0.2801,,,,
3,0.2852,0.2852,0.2852,,,,
4,0.2622,0.2622,0.2622,,,,
5,0.3045,0.3045,0.3045,,,,
PADDING WITH BARRIER,,,,,,,
TIME:,,,,,,,
1,28.5128,13.9129,9.76174,,28.32164,13.85992,9.44275
2,28.4748,13.8354,9.43245,,,,
3,28.199,13.805,9.47375,,,,
4,28.311,13.9012,9.24938,,,,
5,28.1106,13.8451,9.29643,,,,
PADDING WITH BARRIER,,,,,,,
HASH TIME:,,,,,,,
1,3.3066,1.6293,1.133,,3.29144,1.62904,1.10158
2,3.3042,1.6272,1.0987,,,,
3,3.2757,1.6227,1.1034,,,,
4,3.297,1.64,1.0848,,,,
5,3.2737,1.626,1.088,,,,
PADDING WITH BARRIER,,,,,,,
WRITE TIME:,,,,,,,
1,25.0938,12.2254,8.58754,,24.91896,12.17782,8.30445
2,25.0544,12.1553,8.2967,,,,
3,24.813,12.1329,8.33445,,,,
4,24.9052,12.2141,8.13003,,,,
5,24.7284,12.1614,8.17353,,,,
PADDING WITH BARRIER,,,,,,,
THROUGHPUT:,,,,,,,
1,1.18E+06,2.41E+06,3.44E+06,,,,
2,1.18E+06,2.43E+06,3.56E+06,,,,
3,1.19E+06,2.43E+06,3.54E+06,,,,
4,1.19E+06,2.41E+06,3.63E+06,,,,
5,1.19E+06,2.42E+06,3.61E+06,,,,
PADDING WITH BARRIER,,,,,,,
ERROR:,,,,,,,
1,0.2296,0.2296,0.2296,,,,
2,0.2405,0.2405,0.2405,,,,
3,0.2573,0.2573,0.2573,,,,
4,0.2888,0.2888,0.2888,,,,
5,0.2666,0.2666,0.2666,,,,
COLSIZE:,0.001,,,,,,
PADDING,,,,,,,
TIME:,,,,,,,
1,26.9369,13.3061,8.85837,,26.89872,13.32312,8.995276
2,26.868,13.2575,8.79971,,,,
3,26.8851,13.3325,9.06009,,,,
4,26.8872,13.3625,9.17903,,,,
5,26.9164,13.357,9.07918,,,,
PADDING,,,,,,,
HASH TIME:,,,,,,,
1,3.2351,1.622,1.078,,3.22528,1.62084,1.09056
2,3.221,1.6118,1.0688,,,,
3,3.223,1.6223,1.0981,,,,
4,3.2233,1.6268,1.1091,,,,
5,3.224,1.6213,1.0988,,,,
PADDING,,,,,,,
WRITE TIME:,,,,,,,
1,23.6116,11.6524,7.7628,,23.5885,11.66852,7.88901
2,23.562,11.6094,7.71485,,,,
3,23.577,11.6757,7.94644,,,,
4,23.5822,11.7005,8.05265,,,,
5,23.6097,11.7046,7.96831,,,,
PADDING,,,,,,,
THROUGHPUT:,,,,,,,
1,1.25E+06,2.52E+06,3.79E+06,,,,
2,1.25E+06,2.53E+06,3.81E+06,,,,
3,1.25E+06,2.52E+06,3.70E+06,,,,
4,1.25E+06,2.51E+06,3.66E+06,,,,
5,1.25E+06,2.51E+06,3.70E+06,,,,
PADDING,,,,,,,
ERROR:,,,,,,,
1,0.082736,0.082736,0.082738,,,,
2,0.0839,0.0839,0.0839,,,,
3,0.08319,0.083188,0.08319,,,,
4,0.085769,0.085769,0.085769,,,,
5,0.084813,0.08481,0.084811,,,,
PADDING WITH BARRIER,,,,,,,
TIME:,,,,,,,
1,27.3658,13.3234,8.91622,,27.3133,13.33894,9.06924
2,27.2658,13.307,8.94946,,,,
3,27.3129,13.3366,9.12847,,,,
4,27.2976,13.3425,9.12281,,,,
5,27.3244,13.3852,9.22924,,,,
PADDING WITH BARRIER,,,,,,,
HASH TIME:,,,,,,,
1,3.312,1.6359,1.0872,,3.30446,1.63656,1.10812
2,3.2953,1.6298,1.092,,,,
3,3.3156,1.6432,1.1197,,,,
4,3.3016,1.6357,1.115,,,,
5,3.2978,1.6382,1.1267,,,,
PADDING WITH BARRIER,,,,,,,
WRITE TIME:,,,,,,,
1,23.9346,11.6293,7.78657,,23.89694,11.64676,7.921856
2,23.86,11.6207,7.81803,,,,
3,23.8851,11.6348,7.97307,,,,
4,23.8881,11.6492,7.96505,,,,
5,23.9169,11.6998,8.06656,,,,
PADDING WITH BARRIER,,,,,,,
THROUGHPUT:,,,,,,,
1,1.23E+06,2.52E+06,3.76E+06,,,,
2,1.23E+06,2.52E+06,3.75E+06,,,,
3,1.23E+06,2.52E+06,3.68E+06,,,,
4,1.23E+06,2.51E+06,3.68E+06,,,,
5,1.23E+06,2.51E+06,3.64E+06,,,,
PADDING WITH BARRIER,,,,,,,
ERROR:,,,,,,,
1,0.083293,0.083293,0.083293,,,,
2,0.087137,0.087137,0.087137,,,,
3,0.085089,0.085089,0.085089,,,,
4,0.085767,0.085767,0.085767,,,,
5,0.084869,0.084869,0.084869,,,,
COLSIZE:,0.0001,,,,,,
PADDING,,,,,,,
TIME:,,,,,,,
1,31.16,15.831,11.0718,,31.28364,15.79516,10.90342
2,31.5227,15.9585,11.5286,,,,
3,31.4725,15.8175,10.9861,,,,
4,30.9216,15.5917,10.6139,,,,
5,31.3414,15.7771,10.3167,,,,
PADDING,,,,,,,
HASH TIME:,,,,,,,
1,3.3377,1.6894,1.217,,3.3513,1.68916,1.18958
2,3.3554,1.697,1.2454,,,,
3,3.3986,1.7098,1.2117,,,,
4,3.3178,1.6646,1.1576,,,,
5,3.347,1.685,1.1162,,,,
PADDING,,,,,,,
WRITE TIME:,,,,,,,
1,27.7213,14.0895,9.80445,,27.82392,14.06056,9.657658
2,28.0516,14.2194,10.2227,,,,
3,27.9646,14.0667,9.71663,,,,
4,27.5021,13.8784,9.40413,,,,
5,27.88,14.0488,9.14038,,,,
PADDING,,,,,,,
THROUGHPUT:,,,,,,,
1,1.08E+06,2.12E+06,3.03E+06,,,,
2,1.06E+06,2.10E+06,2.91E+06,,,,
3,1.07E+06,2.12E+06,3.05E+06,,,,
4,1.09E+06,2.15E+06,3.16E+06,,,,
5,1.07E+06,2.13E+06,3.25E+06,,,,
PADDING,,,,,,,
ERROR:,,,,,,,
1,0.0047378,0.0047378,0.0047378,,,,
2,0.004515,0.0045143,0.0045156,,,,
3,0.0048741,0.0048751,0.0048709,,,,
4,0.0044876,0.0044876,0.0044876,,,,
5,0.004279,0.004278,0.0042805,,,,
PADDING WITH BARRIER,,,,,,,
TIME:,,,,,,,
1,31.5466,15.8436,11.1522,,31.58154,15.78676,10.73696
2,31.9124,15.9386,11.3219,,,,
3,31.8158,15.8024,10.6593,,,,
4,31.1449,15.5679,10.4531,,,,
5,31.488,15.7813,10.0983,,,,
PADDING WITH BARRIER,,,,,,,
HASH TIME:,,,,,,,
1,3.3716,1.6792,1.2162,,3.36056,1.67148,1.15622
2,3.3996,1.6966,1.2275,,,,
3,3.3704,1.6697,1.1328,,,,
4,3.321,1.6442,1.1248,,,,
5,3.3402,1.6677,1.0798,,,,
PADDING WITH BARRIER,,,,,,,
WRITE TIME:,,,,,,,
1,28.0455,14.091,9.85159,,28.0839,14.0424,9.49548
