TAKE,1THR,2THR,4THR,8THR,1THR,2THR,4THR
 ,,,,,,,
COLSIZE:,0.01,,,,,,
NAIVE,,,,,,,
TIME:,,,,,,,
1,31.2706,16.544,11.8963,,31.2676,16.44978,11.47276
2,31.438,16.5599,11.559,,,,
3,31.231,16.3704,11.3687,,,,
4,30.9924,16.3497,11.2707,,,,
5,31.406,16.4249,11.2691,,,,
NAIVE,,,,,,,
THROUGHPUT:,,,,,,,
1,1.07E+06,2.03E+06,2.82E+06,,,,
2,1.07E+06,2.03E+06,2.90E+06,,,,
3,1.07E+06,2.05E+06,2.95E+06,,,,
4,1.08E+06,2.05E+06,2.98E+06,,,,
5,1.07E+06,2.04E+06,2.98E+06,,,,
NAIVE,,,,,,,
ERROR:,,,,,,,
1,0.272,0.272,0.2719,,,,
2,0.2702,0.27,0.2701,,,,
3,0.2907,0.2907,0.2906,,,,
4,0.3004,0.3003,0.3003,,,,
5,0.2394,0.2393,0.2393,,,,
MERGED,,,,,,,
TIME:,,,,,,,
1,29.3694,15.2359,10.5625,,29.23272,15.33966,10.31738
2,29.3521,15.2834,10.2086,,,,
3,29.3378,15.4296,10.1163,,,,
4,28.883,15.3443,10.3449,,,,
5,29.2213,15.4051,10.3546,,,,
MERGED,,,,,,,
THROUGHPUT:,,,,,,,
1,1.14E+06,2.20E+06,3.18E+06,,,,
2,1.14E+06,2.20E+06,3.29E+06,,,,
3,1.14E+06,2.17E+06,3.32E+06,,,,
4,1.16E+06,2.19E+06,3.24E+06,,,,
5,1.15E+06,2.18E+06,3.24E+06,,,,
MERGED,,,,,,,
ERROR:,,,,,,,
1,0.272,0.2711,0.2703,,,,
2,0.2702,0.2697,0.269,,,,
3,0.2907,0.29,0.2892,,,,
4,0.3004,0.2995,0.2987,,,,
5,0.2394,0.2384,0.2376,,,,
BATCHED,,,,,,,
TIME:,,,,,,,
1,28.8715,14.1891,9.49499,,28.79728,14.17804,9.341734
2,28.7512,14.1405,9.20134,,,,
3,28.7201,14.1572,9.4531,,,,
4,28.708,14.1438,9.15834,,,,
5,28.9356,14.2596,9.4009,,,,
BATCHED,,,,,,,
THROUGHPUT:,,,,,,,
1,1.16E+06,2.36E+06,3.53E+06,,,,
2,1.17E+06,2.37E+06,3.65E+06,,,,
3,1.17E+06,2.37E+06,3.55E+06,,,,
4,1.17E+06,2.37E+06,3.66E+06,,,,
5,1.16E+06,2.35E+06,3.57E+06,,,,
BATCHED,,,,,,,
ERROR:,,,,,,,
1,0.272,0.272,0.272,,,,
2,0.2702,0.2702,0.2702,,,,
3,0.2907,0.2907,0.2907,,,,
4,0.3004,0.3004,0.3004,,,,
5,0.2394,0.2394,0.2394,,,,
COLSIZE:,0.001,,,,,,
NAIVE,,,,,,,
TIME:,,,,,,,
1,32.109,16.7382,11.7568,,32.08876,16.56354,11.78876
2,32.2924,16.5436,11.7011,,,,
3,32.2774,16.4426,11.7772,,,,
4,31.8897,16.4872,11.8813,,,,
5,31.8753,16.6061,11.8274,,,,
NAIVE,,,,,,,
THROUGHPUT:,,,,,,,
1,1.05E+06,2.00E+06,2.85E+06,,,,
2,1.04E+06,2.03E+06,2.87E+06,,,,
3,1.04E+06,2.04E+06,2.85E+06,,,,
4,1.05E+06,2.04E+06,2.82E+06,,,,
5,1.05E+06,2.02E+06,2.84E+06,,,,
NAIVE,,,,,,,
ERROR:,,,,,,,
1,0.08488,0.084879,0.084865,,,,
2,0.085354,0.085349,0.085338,,,,
3,0.084261,0.084258,0.084245,,,,
4,0.084131,0.084126,0.084112,,,,
5,0.084461,0.084457,0.084446,,,,
MERGED,,,,,,,
TIME:,,,,,,,
1,29.7482,14.953,10.1801,,29.78006,15.0364,10.22926
2,29.8643,15.012,10.2007,,,,
3,29.9346,15.1908,10.2972,,,,
4,29.54,14.9791,10.0647,,,,
5,29.8132,15.0471,10.4036,,,,
MERGED,,,,,,,
THROUGHPUT:,,,,,,,
1,1.13E+06,2.24E+06,3.30E+06,,,,
2,1.12E+06,2.24E+06,3.29E+06,,,,
3,1.12E+06,2.21E+06,3.26E+06,,,,
4,1.14E+06,2.24E+06,3.33E+06,,,,
5,1.13E+06,2.23E+06,3.23E+06,,,,
MERGED,,,,,,,
ERROR:,,,,,,,
1,0.08488,0.08491,0.084693,,,,
2,0.085354,0.085412,0.085211,,,,
3,0.084261,0.084244,0.08392,,,,
4,0.084131,0.084125,0.0839,,,,
5,0.084461,0.084468,0.08422,,,,
BATCHED,,,,,,,
TIME:,,,,,,,
1,27.8866,13.6004,9.30687,,27.94938,13.63232,9.203824
2,27.9536,13.5924,9.25816,,,,
3,28.1458,13.6865,9.21429,,,,
4,27.8203,13.5791,8.85467,,,,
5,27.9406,13.7032,9.38513,,,,
BATCHED,,,,,,,
THROUGHPUT:,,,,,,,
1,1.20E+06,2.47E+06,3.61E+06,,,,
2,1.20E+06,2.47E+06,3.62E+06,,,,
3,1.19E+06,2.45E+06,3.64E+06,,,,
4,1.21E+06,2.47E+06,3.79E+06,,,,
5,1.20E+06,2.45E+06,3.58E+06,,,,
BATCHED,,,,,,,
ERROR:,,,,,,,
1,0.08488,0.084884,0.084894,,,,
2,0.085354,0.085354,0.085353,,,,
3,0.084261,0.084262,0.084261,,,,
4,0.084131,0.084131,0.084131,,,,
5,0.084461,0.08446,0.08446,,,,
COLSIZE:,0.0001,,,,,,
NAIVE,,,,,,,
TIME:,,,,,,,
1,33.8415,17.0702,11.8691,,34.47602,17.46074,11.97328
2,35.0651,17.8515,12.6239,,,,
3,33.8891,17.3178,11.8682,,,,
4,35.298,17.8145,12.1214,,,,
5,34.2864,17.2497,11.3838,,,,
NAIVE,,,,,,,
THROUGHPUT:,,,,,,,
1,991517,1.97E+06,2.83E+06,,,,
2,956918,1.88E+06,2.66E+06,,,,
3,990125,1.94E+06,2.83E+06,,,,
4,950604,1.88E+06,2.77E+06,,,,
5,978653,1.95E+06,2.95E+06,,,,
NAIVE,,,,,,,
ERROR:,,,,,,,
1,0.0042874,0.0042871,0.0042873,,,,
2,0.0045477,0.0045466,0.0045472,,,,
3,0.0044856,0.004484,0.0044859,,,,
4,0.004496,0.0044956,0.0044947,,,,
5,0.0043983,0.0043978,0.0043984,,,,
MERGED,,,,,,,
TIME:,,,,,,,
1,31.9117,15.8204,10.6956,,31.86768,15.80882,10.39158
2,31.8263,15.8022,10.5372,,,,
3,31.7256,15.8142,10.3639,,,,
4,31.9382,15.7781,10.0299,,,,
5,31.9366,15.8292,10.3313,,,,
MERGED,,,,,,,
THROUGHPUT:,,,,,,,
1,1.05E+06,2.12E+06,3.14E+06,,,,
2,1.05E+06,2.12E+06,3.18E+06,,,,
3,1.06E+06,2.12E+06,3.24E+06,,,,
4,1.05E+06,2.13E+06,3.35E+06,,,,
5,1.05E+06,2.12E+06,3.25E+06,,,,
MERGED,,,,,,,
ERROR:,,,,,,,
1,0.0042874,0.0078463,0.011421,,,,
2,0.0045477,0.0080193,0.0114,,,,
3,0.0044856,0.007762,0.011373,,,,
4,0.004496,0.0077421,0.011236,,,,
5,0.0043983,0.007756,0.010995,,,,
BATCHED,,,,,,,
TIME:,,,,,,,
1,31.8161,16.029,11.3139,,31.94014,16.0472,10.96156
2,31.7202,16.0682,10.9097,,,,
3,31.8695,16.0356,10.7737,,,,
4,32.0523,15.9907,10.7432,,,,
5,32.2426,16.1125,11.0673,,,,
BATCHED,,,,,,,
THROUGHPUT:,,,,,,,
1,1.05E+06,2.09E+06,2.97E+06,,,,
2,1.06E+06,2.09E+06,3.08E+06,,,,
3,1.05E+06,2.09E+06,3.11E+06,,,,
4,1.05E+06,2.10E+06,3.12E+06,,,,
5,1.04E+06,2.08E+06,3.03E+06,,,,
BATCHED,,,,,,,
ERROR:,,,,,,,
1,0.0042874,0.004287,0.0042874,,,,
2,0.0045477,0.0045469,0.0045476,,,,
3,0.0044856,0.0044856,0.00448,,,,
4,0.004496,0.0044982,0.004496,,,,
5,0.0043983,0.004398,0.0043982,,,,
COLSIZE:,0.00001,,,,,,
NAIVE,,,,,,,
TIME:,,,,,,,
1,44.7568,22.9842,15.0744,,44.67848,22.96542,14.68878
2,44.8513,22.9491,14.5095,,,,
3,44.7873,23.0572,14.8524,,,,
