TAKE,1THR,2THR,4THR,8THR,,1THR,2THR,4THR,8THR
 ,,,,,,,,,
COLSIZE:,0.01,,,,,,,,
NO BARRIER,,,,,,,,,
TIME:,,,,,,,,,
1,20.8538,11.6983,5.90474,3.76455,,20.88564,11.73552,5.92465,3.784144
2,20.8734,11.7024,5.92994,3.77797,,,,,
3,20.7458,11.6909,5.83588,3.78895,,,,,
4,21.0727,11.8115,5.99469,3.81616,,,,,
5,20.8825,11.7745,5.958,3.77309,,,,,
NO BARRIER,,,,,,,,,
HASH TIME:,,,,,,,,,
1,1.1211,0.57172,0.29895,0.25155,,1.12828,0.571444,0.299712,0.251554
2,1.1296,0.57124,0.29788,0.25092,,,,,
3,1.1177,0.573,0.30041,0.25316,,,,,
4,1.1403,0.57102,0.29993,0.25198,,,,,
5,1.1327,0.57024,0.30139,0.25016,,,,,
NO BARRIER,,,,,,,,,
WRITE TIME:,,,,,,,,,
1,19.5545,11.0351,5.54106,3.48012,,19.57824,11.07262,5.561456,3.500672
2,19.5651,11.0349,5.56843,3.49718,,,,,
3,19.4468,11.0284,5.47303,3.50187,,,,,
4,19.7548,11.1495,5.62909,3.53085,,,,,
5,19.57,11.1152,5.59567,3.49334,,,,,
NO BARRIER,,,,,,,,,
THROUGHPUT:,,,,,,,,,
1,1.61E+06,2.87E+06,5.68E+06,8.91E+06,,,,,
2,1.61E+06,2.87E+06,5.66E+06,8.88E+06,,,,,
3,1.62E+06,2.87E+06,5.75E+06,8.86E+06,,,,,
4,1.59E+06,2.84E+06,5.60E+06,8.79E+06,,,,,
5,1.61E+06,2.85E+06,5.63E+06,8.89E+06,,,,,
NO BARRIER,,,,,,,,,
ERROR:,,,,,,,,,
1,0.063767,0.064157,0.063767,0.063805,,,,,
2,0.072776,0.0739,0.072776,0.072808,,,,,
3,0.071579,0.071579,0.071579,0.07161,,,,,
4,0.08016,0.080163,0.080161,0.080234,,,,,
5,0.077604,0.078805,0.077604,0.077623,,,,,
HALF BARRIER,,,,,,,,,
TIME:,,,,,,,,,
1,21.7516,12.7173,6.71558,3.95879,,21.0719,11.89118,6.079012,3.826076
2,20.8413,11.6848,5.95662,3.79638,,,,,
3,20.7538,11.5762,5.88438,3.78371,,,,,
4,20.9442,11.6772,5.84529,3.78531,,,,,
5,21.0686,11.8004,5.99319,3.80619,,,,,
HALF BARRIER,,,,,,,,,
HASH TIME:,,,,,,,,,
1,1.9489,1.5367,1.052,0.46337,,1.30288,0.763902,0.450216,0.29016
2,1.1365,0.56539,0.29713,0.24658,,,,,
3,1.1397,0.5752,0.30133,0.24671,,,,,
4,1.147,0.57469,0.302,0.24784,,,,,
5,1.1423,0.56753,0.29862,0.2463,,,,,
HALF BARRIER,,,,,,,,,
WRITE TIME:,,,,,,,,,
1,19.5996,11.0654,5.58718,3.42151,,19.5661,11.01472,5.549526,3.468668
2,19.5021,11.0052,5.57742,3.48515,,,,,
3,19.4113,10.889,5.50538,3.47055,,,,,
4,19.5945,10.9902,5.46284,3.46958,,,,,
5,19.723,11.1238,5.61481,3.49655,,,,,
HALF BARRIER,,,,,,,,,
THROUGHPUT:,,,,,,,,,
1,1.54E+06,2.64E+06,5.00E+06,8.48E+06,,,,,
2,1.61E+06,2.87E+06,5.63E+06,8.84E+06,,,,,
3,1.62E+06,2.90E+06,5.70E+06,8.87E+06,,,,,
4,1.60E+06,2.87E+06,5.74E+06,8.86E+06,,,,,
5,1.59E+06,2.84E+06,5.60E+06,8.82E+06,,,,,
HALF BARRIER,,,,,,,,,
ERROR:,,,,,,,,,
1,0.074179,0.074179,0.074179,0.074244,,,,,
2,0.077735,0.077735,0.077735,0.077799,,,,,
3,0.082572,0.082572,0.082572,0.08262,,,,,
4,0.065285,0.065285,0.065285,0.065356,,,,,
5,0.096457,0.096457,0.096457,0.096491,,,,,
FULL BARRIER,,,,,,,,,
TIME:,,,,,,,,,
1,20.77,11.6576,5.91804,3.81237,,,,,
2,20.7505,11.617,5.88477,3.74007,,,,,
3,20.9945,11.753,5.94517,3.80733,,,,,
4,20.6422,11.5768,5.84316,3.7421,,,,,
5,20.5155,11.583,5.8384,3.7012,,,,,
FULL BARRIER,,,,,,,,,
HASH TIME:,,,,,,,,,
1,1.1153,0.5649,0.29531,0.24629,,,,,
2,1.1278,0.56511,0.29387,0.24423,,,,,
3,1.1201,0.5611,0.2974,0.24641,,,,,
4,1.1318,0.56282,0.29332,0.24548,,,,,
5,1.1264,0.56121,0.29643,0.24454,,,,,
FULL BARRIER,,,,,,,,,
WRITE TIME:,,,,,,,,,
1,19.4773,11.0042,5.55815,3.51863,,,,,
2,19.4452,10.9629,5.52519,3.45099,,,,,
3,19.6941,11.0993,5.5841,3.51664,,,,,
4,19.3331,10.9188,5.48359,3.45243,,,,,
5,19.2096,10.9335,5.48293,3.41082,,,,,
FULL BARRIER,,,,,,,,,
THROUGHPUT:,,,,,,,,,
1,1.62E+06,2.88E+06,5.67E+06,8.80E+06,,,,,
2,1.62E+06,2.89E+06,5.70E+06,8.97E+06,,,,,
3,1.60E+06,2.85E+06,5.64E+06,8.81E+06,,,,,
4,1.63E+06,2.90E+06,5.74E+06,8.97E+06,,,,,
5,1.64E+06,2.90E+06,5.75E+06,9.07E+06,,,,,
FULL BARRIER,,,,,,,,,
ERROR:,,,,,,,,,
1,0.074556,0.07455,0.074556,0.074632,,,,,
2,0.1088,0.1088,0.1088,0.10886,,,,,
3,0.11247,0.11247,0.11247,0.1125,,,,,
4,0.080886,0.080886,0.080886,0.080772,,,,,
5,0.082089,0.082089,0.082089,0.08193,,,,,
COLSIZE:,0.001,,,,,,,,
NO BARRIER,,,,,,,,,
TIME:,,,,,,,,,
1,19.2439,10.759,5.42244,3.55289,,,,,
2,19.1663,10.8137,5.4335,3.57848,,,,,
3,19.172,10.7202,5.4166,3.50952,,,,,
4,19.1518,10.6359,5.32232,3.48755,,,,,
5,19.1397,10.6987,5.39737,3.51614,,,,,
NO BARRIER,,,,,,,,,
HASH TIME:,,,,,,,,,
1,1.149,0.57393,0.30016,0.25273,,,,,
2,1.145,0.57402,0.30035,0.25265,,,,,
3,1.1401,0.57754,0.29982,0.24988,,,,,
4,1.1481,0.5817,0.30075,0.25099,,,,,
5,1.1424,0.57412,0.30125,0.24924,,,,,
NO BARRIER,,,,,,,,,
WRITE TIME:,,,,,,,,,
1,17.915,10.0962,5.0585,3.26927,,,,,
2,17.8408,10.1504,5.07256,3.29392,,,,,
3,17.8545,10.0539,5.05178,3.22834,,,,,
4,17.825,9.95983,4.95464,3.20381,,,,,
5,17.8161,10.0333,5.03518,3.23749,,,,,
NO BARRIER,,,,,,,,,
THROUGHPUT:,,,,,,,,,
1,1.74E+06,3.12E+06,6.19E+06,9.44E+06,,,,,
2,1.75E+06,3.10E+06,6.18E+06,9.38E+06,,,,,
3,1.75E+06,3.13E+06,6.19E+06,9.56E+06,,,,,
4,1.75E+06,3.15E+06,6.30E+06,9.62E+06,,,,,
5,1.75E+06,3.14E+06,6.22E+06,9.54E+06,,,,,
NO BARRIER,,,,,,,,,
ERROR:,,,,,,,,,
1,0.00072751,0.00072737,0.00072751,0.002529,,,,,
2,0.00066455,0.00066476,0.00066455,0.0029582,,,,,
3,0.00079957,0.00079958,0.00079776,0.001967,,,,,
4,0.00050563,0.00050542,0.00050563,0.0021744,,,,,
5,0.00052329,0.00052329,0.00052329,0.0020794,,,,,
HALF BARRIER,,,,,,,,,
TIME:,,,,,,,,,
1,19.4944,10.8978,5.54884,3.60857,,19.58098,11.05204,5.649998,3.629968
2,19.8695,11.387,5.91063,3.71165,,,,,
3,20.0304,11.4247,5.95069,3.69769,,,,,
4,19.5214,10.8192,5.50839,3.61571,,,,,
5,18.9892,10.7315,5.33144,3.51622,,,,,
HALF BARRIER,,,,,,,,,
HASH TIME:,,,,,,,,,
1,1.1438,0.57295,0.29891,0.24961,,1.46672,0.831208,0.504662,0.320022
2,1.9531,1.2199,0.81123,0.42956,,,,,
3,1.953,1.2213,0.8118,0.42802,,,,,
4,1.1444,0.57098,0.30135,0.2479,,,,,
5,1.1393,0.57091,0.30002,0.24502,,,,,
HALF BARRIER,,,,,,,,,
WRITE TIME:,,,,,,,,,
