TAKE,1THR,2THR,4THR,8THR,,1THR,2THR,4THR,8THR
 ,,,,,,,,,
COLSIZE:,0.01,,,,,,,,
BATCH,,,,,,,,,
TIME:,,,,,,,,,
1,19.9898,11.2919,5.64105,4.42888,,20.11538,11.35834,5.746678,4.413224
2,20.1695,11.3979,5.74886,4.40729,,,,,
3,20.2775,11.4872,5.82454,4.45252,,,,,
4,19.9464,11.1412,5.76629,4.37691,,,,,
5,20.1937,11.4735,5.75265,4.40052,,,,,
BATCH,,,,,,,,,
HASH TIME:,,,,,,,,,
1,1.0504,0.5453,0.27687,0.46121,,1.05334,0.542762,0.27722,0.467102
2,1.068,0.54199,0.2775,0.46731,,,,,
3,1.038,0.54263,0.27828,0.4678,,,,,
4,1.0403,0.54109,0.27675,0.4671,,,,,
5,1.07,0.5428,0.2767,0.47209,,,,,
BATCH,,,,,,,,,
WRITE TIME:,,,,,,,,,
1,18.8113,10.6783,5.31883,4.24043,,18.93324,10.75116,5.424638,4.221084
2,18.9719,10.793,5.42823,4.21049,,,,,
3,19.1099,10.8808,5.50049,4.26117,,,,,
4,18.7779,10.5361,5.44459,4.18496,,,,,
5,18.9952,10.8676,5.43105,4.20837,,,,,
BATCH,,,,,,,,,
THROUGHPUT:,,,,,,,,,
1,1.68E+06,2.97E+06,5.95E+06,7.58E+06,,,,,
2,1.66E+06,2.94E+06,5.84E+06,7.61E+06,,,,,
3,1.65E+06,2.92E+06,5.76E+06,7.54E+06,,,,,
4,1.68E+06,3.01E+06,5.82E+06,7.67E+06,,,,,
5,1.66E+06,2.92E+06,5.83E+06,7.63E+06,,,,,
BATCH,,,,,,,,,
ERROR:,,,,,,,,,
1,0.011327,0.011327,0.011327,0.013346,,,,,
2,0.046689,0.046689,0.046689,0.047966,,,,,
3,0.005786,0.0057867,0.0057871,0.008484,,,,,
4,0.016849,0.016849,0.016849,0.020261,,,,,
5,0.014058,0.014058,0.014058,0.014908,,,,,
BATCH AND PADDING,,,,,,,,,
TIME:,,,,,,,,,
1,20.4166,11.501,5.86882,4.44833,,20.161,11.37898,5.786944,4.349926
2,19.944,11.1188,5.64774,4.30037,,,,,
3,20.0528,11.3082,5.72946,4.37831,,,,,
4,20.4823,11.9,6.08049,4.35873,,,,,
5,19.9093,11.0669,5.60821,4.26389,,,,,
BATCH AND PADDING,,,,,,,,,
HASH TIME:,,,,,,,,,
1,1.043,0.54208,0.28095,0.46431,,1.18442,0.660784,0.381308,0.464852
2,1.0431,0.53607,0.27618,0.4651,,,,,
3,1.0312,0.53762,0.27659,0.46471,,,,,
4,1.7663,1.154,0.79789,0.46079,,,,,
5,1.0385,0.53415,0.27493,0.46935,,,,,
BATCH AND PADDING,,,,,,,,,
WRITE TIME:,,,,,,,,,
1,19.2468,10.8953,5.54418,4.25292,,18.8487,10.65448,5.362232,4.11629
2,18.7715,10.5195,5.3288,4.10769,,,,,
3,18.8925,10.7075,5.40739,4.18839,,,,,
4,18.5891,10.6813,5.24051,3.96448,,,,,
5,18.7436,10.4688,5.29028,4.06797,,,,,
BATCH AND PADDING,,,,,,,,,
THROUGHPUT:,,,,,,,,,
1,1.64E+06,2.92E+06,5.72E+06,7.54E+06,,,,,
2,1.68E+06,3.02E+06,5.94E+06,7.80E+06,,,,,
3,1.67E+06,2.97E+06,5.86E+06,7.66E+06,,,,,
4,1.64E+06,2.82E+06,5.52E+06,7.70E+06,,,,,
5,1.69E+06,3.03E+06,5.98E+06,7.87E+06,,,,,
BATCH AND PADDING,,,,,,,,,
ERROR:,,,,,,,,,
1,0.01065,0.01065,0.01065,0.014689,,,,,
2,0.030691,0.030691,0.030691,0.030691,,,,,
3,0.022459,0.022459,0.022459,0.022472,,,,,
4,0.0036239,0.0036239,0.0036239,0.0036591,,,,,
5,0.028723,0.028723,0.028723,0.028764,,,,,
COLSIZE:,0.001,,,,,,,,
BATCH,,,,,,,,,
TIME:,,,,,,,,,
1,17.8704,10.1323,5.16168,4.13707,,18.23504,10.3933,5.23233,4.205164
2,18.3154,10.4527,5.3088,4.27449,,,,,
3,18.2104,10.3853,5.17125,4.142,,,,,
4,18.5812,10.5586,5.33128,4.25834,,,,,
5,18.1978,10.4376,5.18864,4.21392,,,,,
BATCH,,,,,,,,,
HASH TIME:,,,,,,,,,
1,1.0436,0.54703,0.27667,0.47024,,1.0574,0.542884,0.27739,0.469036
2,1.0628,0.54683,0.27674,0.47042,,,,,
3,1.0723,0.5365,0.27834,0.4701,,,,,
4,1.0523,0.54005,0.27809,0.46735,,,,,
5,1.056,0.54401,0.27711,0.46707,,,,,
BATCH,,,,,,,,,
WRITE TIME:,,,,,,,,,
1,16.698,9.52223,4.84118,3.94124,,17.04942,9.785066,4.909392,4.00585
2,17.1251,9.84247,4.98745,4.04911,,,,,
3,17.0097,9.78457,4.84482,3.95072,,,,,
4,17.4007,9.9455,5.00744,4.06809,,,,,
5,17.0136,9.83056,4.86607,4.02009,,,,,
BATCH,,,,,,,,,
THROUGHPUT:,,,,,,,,,
1,1.88E+06,3.31E+06,6.50E+06,8.11E+06,,,,,
2,1.83E+06,3.21E+06,6.32E+06,7.85E+06,,,,,
3,1.84E+06,3.23E+06,6.49E+06,8.10E+06,,,,,
4,1.81E+06,3.18E+06,6.29E+06,7.88E+06,,,,,
5,1.84E+06,3.21E+06,6.47E+06,7.96E+06,,,,,
BATCH,,,,,,,,,
ERROR:,,,,,,,,,
1,,6.97E-01,,0.00056328,,,,,
2,,0.00015883,,0.00067558,,,,,
3,,6.04E-01,,0.00013584,,,,,
4,,5.19E-01,,0.0003039,,,,,
5,,7.04E-01,,0.00032682,,,,,
BATCH AND PADDING,,,,,,,,,
TIME:,,,,,,,,,
1,18.9073,11.0829,5.79762,4.13205,,18.27864,10.446,5.298324,4.152474
2,18.4941,10.486,5.32539,4.24862,,,,,
3,18.1204,10.322,5.18182,4.14915,,,,,
4,17.6741,9.9338,4.97154,4.07888,,,,,
5,18.1973,10.4053,5.21525,4.15367,,,,,
BATCH AND PADDING,,,,,,,,,
HASH TIME:,,,,,,,,,
1,1.8431,1.3922,0.95627,0.46418,,1.21158,0.710478,0.412456,0.467586
2,1.0499,0.54025,0.27624,0.46806,,,,,
3,1.0668,0.53828,0.27411,0.47023,,,,,
4,1.0518,0.54333,0.27966,0.46766,,,,,
5,1.0463,0.53833,0.276,0.4678,,,,,
BATCH AND PADDING,,,,,,,,,
WRITE TIME:,,,,,,,,,
1,16.9351,9.62753,4.80062,3.67582,,16.93964,9.672168,4.842358,3.906316
2,17.3167,9.88192,5.00348,4.05205,,,,,
3,16.9267,9.72049,4.86486,3.9546,,,,,
4,16.4958,9.32749,4.65003,3.88973,,,,,
5,17.0239,9.80341,4.8928,3.95938,,,,,
BATCH AND PADDING,,,,,,,,,
THROUGHPUT:,,,,,,,,,
1,1.77E+06,3.03E+06,5.79E+06,8.12E+06,,,,,
2,1.81E+06,3.20E+06,6.30E+06,7.90E+06,,,,,
3,1.85E+06,3.25E+06,6.48E+06,8.09E+06,,,,,
4,1.90E+06,3.38E+06,6.75E+06,8.23E+06,,,,,
5,1.84E+06,3.22E+06,6.43E+06,8.08E+06,,,,,
BATCH AND PADDING,,,,,,,,,
ERROR:,,,,,,,,,
1,,,,8.40E-01,,,,,
2,,,,5.57E-01,,,,,
3,,,,0.00013524,,,,,
4,,,5.82E-01,5.69E-01,,,,,
5,,,,2.32E-02,,,,,
COLSIZE:,0.0001,,,,,,,,
BATCH,,,,,,,,,
TIME:,,,,,,,,,
1,15.8853,9.2032,4.67032,3.96149,,15.84276,9.152118,4.648654,3.955098
2,15.8094,9.09551,4.65181,3.89848,,,,,
3,16.0428,9.26512,4.6954,4.00429,,,,,
4,15.6176,9.00344,4.53658,3.91689,,,,,
5,15.8587,9.19332,4.68916,3.99434,,,,,
BATCH,,,,,,,,,
HASH TIME:,,,,,,,,,
1,1.0315,0.55137,0.28336,0.46586,,1.03576,0.55919,0.287224,0.465804
2,1.0334,0.56676,0.29016,0.46844,,,,,
3,1.033,0.55608,0.28616,0.46085,,,,,
4,1.0431,0.56353,0.28767,0.47008,,,,,
5,1.0378,0.55821,0.28877,0.46379,,,,,
BATCH,,,,,,,,,
WRITE TIME:,,,,,,,,,
